code,name,close,차트점수,5일변화율(%),20일변화율(%),거래대금(원),20일선위,60일선위,거래량증가,고점근접,양봉마감,상단압박,scan_tag,candidate_source,scan_priority
000150,두산,1186000,0,7.92,19.8,88479158000,0,0,0,0,0,0,7.0_early,all_fallback,1
000210,DL,64900,0,41.55,32.18,57341421500,0,0,0,0,0,0,7.0_early,all_fallback,1
000250,삼천당제약,907000,0,17.49,41.94,585111142000,0,0,0,0,0,0,7.0_early,all_fallback,1
000390,삼화페인트,10140,0,7.3,2.53,24703575000,0,0,0,0,0,0,7.0_early,all_fallback,1
000660,SK하이닉스,1007000,0,10.66,12.64,3230923248000,0,0,0,0,0,0,7.0_early,all_fallback,1
000670,영풍,60200,0,15.33,1.35,7407730400,0,0,0,0,0,0,7.0_early,all_fallback,1
000720,현대건설,164000,0,-0.24,31.94,291930168000,0,0,0,0,0,0,7.0_early,all_fallback,1
001040,CJ,207000,0,17.35,-6.55,40220928000,0,0,0,0,0,0,7.0_early,all_fallback,1
001120,LX인터내셔널,47150,0,8.89,-1.46,17073439350,0,0,0,0,0,0,7.0_early,all_fallback,1
001200,유진투자증권,5240,0,8.26,-12.52,11588417200,0,0,0,0,0,0,7.0_early,all_fallback,1
001230,동국홀딩스,11250,0,9.01,30.21,5507358750,0,0,0,0,0,0,7.0_early,all_fallback,1
001250,GS글로벌,2750,0,10.0,6.8,12242711250,0,0,0,0,0,0,7.0_early,all_fallback,1
001510,SK증권,2585,0,45.14,63.71,1198182591375,0,0,0,0,0,0,7.0_early,all_fallback,1
001790,대한제당,2915,0,5.81,2.28,4305761075,0,0,0,0,0,0,7.0_early,all_fallback,1
001800,오리온홀딩스,24850,0,3.11,0.2,3591073500,0,0,0,0,0,0,7.0_early,all_fallback,1
001820,삼화콘덴서,58400,0,15.42,40.22,18241824000,0,0,0,0,0,0,7.0_early,all_fallback,1
002990,금호건설,5630,0,11.71,7.85,8782214480,0,0,0,0,0,0,7.0_early,all_fallback,1
003000,부광약품,5990,0,-1.64,9.31,12036893020,0,0,0,0,0,0,7.0_early,all_fallback,1
003030,세아제강지주,201000,0,33.11,35.26,25783275000,0,0,0,0,0,0,7.0_early,all_fallback,1
003070,코오롱글로벌,11970,0,16.44,18.28,8676741780,0,0,0,0,0,0,7.0_early,all_fallback,1
003160,디아이,38750,0,21.09,6.02,24297606250,0,0,0,0,0,0,7.0_early,all_fallback,1
003240,태광산업,1289000,0,15.92,16.02,8503533000,0,0,0,0,0,0,7.0_early,all_fallback,1
003280,흥아해운,3030,0,29.76,62.82,31697187540,0,0,0,0,0,0,7.0_early,all_fallback,1
003380,하림지주,17700,0,14.94,6.37,175827304200,0,0,0,0,0,0,7.0_early,all_fallback,1
003470,유안타증권,5140,0,3.21,-12.59,5852568480,0,0,0,0,0,0,7.0_early,all_fallback,1
003480,한진중공업홀딩스,5300,0,11.58,0.76,4752430500,0,0,0,0,0,0,7.0_early,all_fallback,1
003490,대한항공,26350,0,8.44,3.74,96433648350,0,0,0,0,0,0,7.0_early,all_fallback,1
003530,한화투자증권,7920,0,10.77,-17.15,129516282720,0,0,0,0,0,0,7.0_early,all_fallback,1
003920,남양유업,54000,0,-3.4,4.65,3327156000,0,0,0,0,0,0,7.0_early,all_fallback,1
004000,롯데정밀화학,52700,0,2.53,6.9,5024154500,0,0,0,0,0,0,7.0_early,all_fallback,1
004140,동방,2930,0,11.2,9.74,7811561660,0,0,0,0,0,0,7.0_early,all_fallback,1
004150,한솔홀딩스,3575,0,9.49,2.14,5398700450,0,0,0,0,0,0,7.0_early,all_fallback,1
004170,신세계,344000,0,5.52,-2.82,20820944000,0,0,0,0,0,0,7.0_early,all_fallback,1
004690,삼천리,154400,0,10.52,-0.58,5954590400,0,0,0,0,0,0,7.0_early,all_fallback,1
004960,한신공영,17730,0,37.87,35.34,19642783320,0,0,0,0,0,0,7.0_early,all_fallback,1
005010,휴스틸,5500,0,10.11,22.63,13940536500,0,0,0,0,0,0,7.0_early,all_fallback,1
005090,SGC에너지,62500,0,-1.26,35.72,24059187500,0,0,0,0,0,0,7.0_early,all_fallback,1
005160,동국산업,3145,0,10.54,7.89,3115974795,0,0,0,0,0,0,7.0_early,all_fallback,1
005440,현대지에프홀딩스,15630,0,7.05,7.79,8918384220,0,0,0,0,0,0,7.0_early,all_fallback,1
005680,삼영전자,15770,0,23.98,29.79,3129950750,0,0,0,0,0,0,7.0_early,all_fallback,1
005830,DB손해보험,186700,0,5.3,1.8,74243495400,0,0,0,0,0,0,7.0_early,all_fallback,1
005880,대한해운,2350,0,6.82,-1.05,52249430000,0,0,0,0,0,0,7.0_early,all_fallback,1
005930,삼성전자,199400,0,8.66,4.95,5090184895800,0,0,0,0,0,0,7.0_early,all_fallback,1
005935,삼성전자우,139200,0,3.96,4.27,994109049600,0,0,0,0,0,0,7.0_early,all_fallback,1
005960,동부건설,10270,0,33.72,18.59,13997773790,0,0,0,0,0,0,7.0_early,all_fallback,1
006110,삼아알미늄,32600,0,-3.69,4.99,5267899200,0,0,0,0,0,0,7.0_early,all_fallback,1
006120,SK디스커버리,62600,0,10.6,5.92,8031329600,0,0,0,0,0,0,7.0_early,all_fallback,1
006260,LS,303500,0,21.4,20.92,50760982000,0,0,0,0,0,0,7.0_early,all_fallback,1
006340,대원전선,6410,0,7.19,63.94,54050350720,0,0,0,0,0,0,7.0_early,all_fallback,1
006360,GS건설,31800,0,38.26,42.28,302792890200,0,0,0,0,0,0,7.0_early,all_fallback,1
00680K,미래에셋증권2우B,21600,0,0.47,-2.63,19926842400,0,0,0,0,0,0,7.0_early,all_fallback,1
006910,보성파워텍,12850,0,10.59,31.66,278414871950,0,0,0,0,0,0,7.0_early,all_fallback,1
007340,DN오토모티브,39750,0,44.02,27.4,14443520250,0,0,0,0,0,0,7.0_early,all_fallback,1
007660,이수페타시스,126800,0,18.39,24.68,162557726800,0,0,0,0,0,0,7.0_early,all_fallback,1
007810,코리아써키트,64600,0,25.68,11.57,33854276000,0,0,0,0,0,0,7.0_early,all_fallback,1
008700,아남전자,1774,0,47.96,34.39,69951949336,0,0,0,0,0,0,7.0_early,all_fallback,1
008830,대동기어,21750,0,2.11,-14.03,24960017250,0,0,0,0,0,0,7.0_early,all_fallback,1
008970,KBI동양철관,1864,0,8.12,0.0,8293405728,0,0,0,0,0,0,7.0_early,all_fallback,1
009070,KCTC,6780,0,4.95,-9.48,5288549160,0,0,0,0,0,0,7.0_early,all_fallback,1
009150,삼성전기,464500,0,15.98,29.75,298197852000,0,0,0,0,0,0,7.0_early,all_fallback,1
009155,삼성전기우,183800,0,11.19,23.52,8673338200,0,0,0,0,0,0,7.0_early,all_fallback,1
009290,광동제약,9230,0,2.33,15.38,6221638410,0,0,0,0,0,0,7.0_early,all_fallback,1
