code,name,close,차트점수,5일변화율(%),20일변화율(%),거래대금(원),20일선위,60일선위,거래량증가,고점근접,양봉마감,상단압박,scan_tag,candidate_source,scan_priority,entry1,entry2,stop_calc,target1,target2,risk,rr,entry_gap_pct,entry_status,entry_comment,status_order
050890,쏠리드,13120,0,2.9,38.98,298803657280,0,0,0,0,0,0,7.0_early,all_fallback,1,12831.36,12595.2,12217.34,13841.6,14432.0,614.02,1.65,2.2,SKIP,"차트점수 낮음, 양봉마감 아님",2
000720,현대건설,164000,0,-0.24,31.94,291930168000,0,0,0,0,0,0,7.0_early,all_fallback,1,160392.0,157440.0,152716.8,173020.0,180400.0,7675.2,1.65,2.2,SKIP,"차트점수 낮음, 양봉마감 아님",2
178320,서진시스템,48000,0,4.58,20.15,238945104000,0,0,0,0,0,0,7.0_early,all_fallback,1,46944.0,46080.0,44697.6,50640.0,52800.0,2246.4,1.65,2.2,SKIP,"차트점수 낮음, 양봉마감 아님",2
042700,한미반도체,309500,0,1.31,53.6,209417294500,0,0,0,0,0,0,7.0_early,all_fallback,1,302691.0,297120.0,288206.4,326522.5,340450.0,14484.6,1.65,2.2,SKIP,"차트점수 낮음, 양봉마감 아님",2
278470,에이피알,359500,0,4.96,25.92,151076280000,0,0,0,0,0,0,7.0_early,all_fallback,1,351591.0,345120.0,334766.4,379272.5,395450.0,16824.6,1.65,2.2,SKIP,"차트점수 낮음, 양봉마감 아님",2
226950,올릭스,186900,0,-4.64,42.35,137576342400,0,0,0,0,0,0,7.0_early,all_fallback,1,182788.2,179424.0,174041.28,197179.5,205590.0,8746.92,1.65,2.2,SKIP,"차트점수 낮음, 양봉마감 아님",2
052690,한전기술,175500,0,-1.24,15.77,120286998000,0,0,0,0,0,0,7.0_early,all_fallback,1,171639.0,168480.0,163425.6,185152.5,193050.0,8213.4,1.65,2.2,SKIP,"차트점수 낮음, 양봉마감 아님",2
010170,대한광통신,7440,0,0.54,108.11,116727402480,0,0,0,0,0,0,7.0_early,all_fallback,1,7276.32,7142.4,6928.13,7849.2,8184.0,348.19,1.65,2.2,SKIP,"차트점수 낮음, 양봉마감 아님",2
043260,성호전자,45000,0,-10.71,113.27,101546145000,0,0,0,0,0,0,7.0_early,all_fallback,1,44010.0,43200.0,41904.0,47475.0,49500.0,2106.0,1.65,2.2,SKIP,"차트점수 낮음, 양봉마감 아님",2
115180,큐리언트,44950,0,-9.92,35.8,45819917350,0,0,0,0,0,0,7.0_early,all_fallback,1,43961.1,43152.0,41857.44,47422.25,49445.0,2103.66,1.65,2.2,SKIP,"차트점수 낮음, 양봉마감 아님",2
012510,더존비즈온,119300,0,0.25,30.95,40395695800,0,0,0,0,0,0,7.0_early,all_fallback,1,116675.4,114528.0,111092.16,125861.5,131230.0,5583.24,1.65,2.2,SKIP,"차트점수 낮음, 양봉마감 아님",2
038500,삼표시멘트,17370,0,-4.56,23.37,38135053350,0,0,0,0,0,0,7.0_early,all_fallback,1,16987.86,16675.2,16174.94,18325.35,19107.0,812.92,1.65,2.2,SKIP,"차트점수 낮음, 양봉마감 아님",2
039860,나노엔텍,6190,0,0.32,32.12,37739526260,0,0,0,0,0,0,7.0_early,all_fallback,1,6053.82,5942.4,5764.13,6530.45,6809.0,289.69,1.65,2.2,SKIP,"차트점수 낮음, 양봉마감 아님",2
234340,헥토파이낸셜,40000,0,2.96,50.94,31437120000,0,0,0,0,0,0,7.0_early,all_fallback,1,39120.0,38400.0,37248.0,42200.0,44000.0,1872.0,1.65,2.2,SKIP,"차트점수 낮음, 양봉마감 아님",2
138080,오이솔루션,33900,0,-5.44,85.35,30969582300,0,0,0,0,0,0,7.0_early,all_fallback,1,33154.2,32544.0,31567.68,35764.5,37290.0,1586.52,1.65,2.2,SKIP,"차트점수 낮음, 양봉마감 아님",2
124500,아이티센글로벌,61500,0,-12.77,29.34,29950561500,0,0,0,0,0,0,7.0_early,all_fallback,1,60147.0,59040.0,57268.8,64882.5,67650.0,2878.2,1.65,2.2,SKIP,"차트점수 낮음, 양봉마감 아님",2
321370,센서뷰,3815,0,4.23,39.23,29411795910,0,0,0,0,0,0,7.0_early,all_fallback,1,3731.07,3662.4,3552.53,4024.82,4196.5,178.54,1.65,2.2,SKIP,"차트점수 낮음, 양봉마감 아님",2
