code,name,close,차트점수,5일변화율(%),20일변화율(%),거래대금(원),20일선위,60일선위,거래량증가,고점근접,양봉마감,상단압박,scan_tag,candidate_source,scan_priority
000150,두산,1186000,0,7.92,19.8,88479158000,0,0,0,0,0,0,7.0_early,all_fallback,1
000210,DL,64900,7,41.55,32.18,57341421500,0,0,0,0,0,0,6.0_force,all_fallback,2
000250,삼천당제약,907000,7,17.49,41.94,585111142000,0,0,0,0,0,0,6.0_force,all_fallback,2
000390,삼화페인트,10140,0,7.3,2.53,24703575000,0,0,0,0,0,0,7.0_early,all_fallback,1
000660,SK하이닉스,1007000,0,10.66,12.64,3230923248000,0,0,0,0,0,0,7.0_early,all_fallback,1
000670,영풍,60200,0,15.33,1.35,7407730400,0,0,0,0,0,0,7.0_early,all_fallback,1
000720,현대건설,164000,0,-0.24,31.94,291930168000,0,0,0,0,0,0,7.0_early,all_fallback,1
001040,CJ,207000,0,17.35,-6.55,40220928000,0,0,0,0,0,0,7.0_early,all_fallback,1
001120,LX인터내셔널,47150,7,8.89,-1.46,17073439350,0,0,0,0,0,0,6.0_force,all_fallback,2
001200,유진투자증권,5240,0,8.26,-12.52,11588417200,0,0,0,0,0,0,7.0_early,all_fallback,1
001230,동국홀딩스,11250,8,9.01,30.21,5507358750,0,0,0,0,0,0,6.0_force,all_fallback,2
001250,GS글로벌,2750,8,10.0,6.8,12242711250,0,0,0,0,0,0,6.0_force,all_fallback,2
001510,SK증권,2585,6,45.14,63.71,1198182591375,0,0,0,0,0,0,6.0_force,all_fallback,2
001790,대한제당,2915,8,5.81,2.28,4305761075,0,0,0,0,0,0,6.0_force,all_fallback,2
001800,오리온홀딩스,24850,6,3.11,0.2,3591073500,0,0,0,0,0,0,6.0_force,all_fallback,2
001820,삼화콘덴서,58400,0,15.42,40.22,18241824000,0,0,0,0,0,0,7.0_early,all_fallback,1
002990,금호건설,5630,8,11.71,7.85,8782214480,0,0,0,0,0,0,6.0_force,all_fallback,2
003000,부광약품,5990,6,-1.64,9.31,12036893020,0,0,0,0,0,0,6.0_force,all_fallback,2
003030,세아제강지주,201000,7,33.11,35.26,25783275000,0,0,0,0,0,0,6.0_force,all_fallback,2
003070,코오롱글로벌,11970,7,16.44,18.28,8676741780,0,0,0,0,0,0,6.0_force,all_fallback,2
003160,디아이,38750,7,21.09,6.02,24297606250,0,0,0,0,0,0,6.0_force,all_fallback,2
003240,태광산업,1289000,0,15.92,16.02,8503533000,0,0,0,0,0,0,7.0_early,all_fallback,1
003280,흥아해운,3030,0,29.76,62.82,31697187540,0,0,0,0,0,0,7.0_early,all_fallback,1
003380,하림지주,17700,8,14.94,6.37,175827304200,0,0,0,0,0,0,6.0_force,all_fallback,2
003470,유안타증권,5140,0,3.21,-12.59,5852568480,0,0,0,0,0,0,7.0_early,all_fallback,1
003480,한진중공업홀딩스,5300,7,11.58,0.76,4752430500,0,0,0,0,0,0,6.0_force,all_fallback,2
003490,대한항공,26350,0,8.44,3.74,96433648350,0,0,0,0,0,0,7.0_early,all_fallback,1
003530,한화투자증권,7920,0,10.77,-17.15,129516282720,0,0,0,0,0,0,7.0_early,all_fallback,1
003920,남양유업,54000,7,-3.4,4.65,3327156000,0,0,0,0,0,0,6.0_force,all_fallback,2
004000,롯데정밀화학,52700,5,2.53,6.9,5024154500,0,0,0,0,0,0,6.0_force,all_fallback,2
004140,동방,2930,5,11.2,9.74,7811561660,0,0,0,0,0,0,6.0_force,all_fallback,2
004150,한솔홀딩스,3575,7,9.49,2.14,5398700450,0,0,0,0,0,0,6.0_force,all_fallback,2
004170,신세계,344000,0,5.52,-2.82,20820944000,0,0,0,0,0,0,7.0_early,all_fallback,1
004690,삼천리,154400,6,10.52,-0.58,5954590400,0,0,0,0,0,0,6.0_force,all_fallback,2
004960,한신공영,17730,7,37.87,35.34,19642783320,0,0,0,0,0,0,6.0_force,all_fallback,2
