code,name,close,차트점수,5일변화율(%),20일변화율(%),거래대금(원),20일선위,60일선위,거래량증가,고점근접,양봉마감,상단압박,scan_tag,candidate_source,scan_priority
278470,에이피알,369000,9,14.42,35.66,108554265000,1,1,0,1,1,1,5.1_swing,all_fallback,3
281820,케이씨텍,50800,9,14.54,10.43,7561072000,1,1,0,1,1,1,5.1_swing,all_fallback,3
282720,금양그린파워,16300,9,1.94,34.27,58616690800,1,1,1,0,1,1,5.1_swing,all_fallback,3
289930,웨이비스,19900,10,7.22,10.74,10091588500,1,1,1,1,1,1,5.1_swing,all_fallback,3
290550,디케이티,19490,9,7.09,83.35,9320546780,1,1,0,1,1,1,5.1_swing,all_fallback,3
290690,소룩스,4145,8,32.43,12.94,92450850970,1,1,1,0,1,1,5.1_swing,all_fallback,3
297090,씨에스베어링,7880,8,8.39,21.98,17818665760,1,1,1,0,1,0,5.1_swing,all_fallback,3
298020,효성티앤씨,388500,0,10.84,-3.84,19149553500,0,0,0,0,0,0,7.0_early,all_fallback,1
298040,효성중공업,2693000,7,5.15,12.96,80744219000,1,1,0,0,1,0,5.0_stable,all_fallback,4
3000,부광약품,6100,7,5.72,42.52,9998772300,1,1,0,1,0,0,5.1_swing,all_fallback,3
3030,세아제강지주,176800,8,20.77,30.0,5774995200,1,1,0,1,1,1,5.1_swing,all_fallback,3
306620,지아이에스,3565,8,27.09,50.11,31260543840,1,1,1,0,1,1,5.1_swing,all_fallback,3
307750,국전약품,5020,0,18.68,64.05,12496376360,0,0,0,0,0,0,7.0_early,all_fallback,1
309710,아이티켐,35150,0,8.99,4.93,5140125100,0,0,0,0,0,0,7.0_early,all_fallback,1
31330,에스에이엠티,5320,7,6.4,11.88,3487547280,1,1,0,0,1,0,5.1_swing,all_fallback,3
314130,지놈앤컴퍼니,8460,0,1.81,7.77,5235682500,0,0,0,0,0,0,7.0_early,all_fallback,1
3160,디아이,38450,9,20.16,6.95,35128112250,1,1,1,1,1,1,5.0_stable,all_fallback,4
319660,피에스케이,82500,8,34.8,42.49,46963702500,1,1,0,1,1,1,5.0_stable,all_fallback,4
31980,피에스케이홀딩스,106800,7,4.4,44.52,13878553200,1,1,0,0,1,0,5.0_stable,all_fallback,4
321370,센서뷰,4060,0,18.89,41.96,50642613000,0,0,0,0,0,0,7.0_early,all_fallback,1
321550,티움바이오,8550,7,19.58,41.56,3595847850,1,1,0,1,0,1,5.1_swing,all_fallback,3
322000,HD현대에너지솔루션,136300,8,4.28,67.44,331587505100,1,1,0,0,1,1,5.1_swing,all_fallback,3
322310,오로스테크놀로지,33000,8,9.45,34.15,7571157000,1,1,0,1,1,0,5.1_swing,all_fallback,3
322510,제이엘케이,7700,0,8.6,1.99,3064684700,0,0,0,0,0,0,7.0_early,all_fallback,1
32500,케이엠더블유,29200,7,11.66,58.87,20473609200,1,1,0,0,1,0,5.0_stable,all_fallback,4
327260,RF머트리얼즈,60500,8,-6.06,53.55,51690474000,1,1,1,0,1,0,5.0_stable,all_fallback,4
3280,흥아해운,3050,0,44.55,77.53,31930215150,0,0,0,0,0,0,7.0_early,all_fallback,1
328130,루닛,38900,0,7.07,1.33,5941235900,0,0,0,0,0,0,7.0_early,all_fallback,1
32820,우리기술,28950,8,32.19,134.6,848665168050,1,1,0,1,1,1,5.1_swing,all_fallback,3
32830,삼성생명,230500,7,5.49,12.17,54152517500,1,1,0,0,1,0,5.0_stable,all_fallback,4
33160,엠케이전자,17710,9,31.67,78.53,129114507060,1,1,1,1,1,1,5.0_stable,all_fallback,4
336260,두산퓨얼셀,45900,9,-0.76,29.66,38801106000,1,1,0,1,1,1,5.1_swing,all_fallback,3
33640,네패스,17980,0,6.96,2.28,3497433640,0,0,0,0,0,0,7.0_early,all_fallback,1
338840,와이바이오로직스,35600,7,35.1,45.31,10327275200,1,1,0,0,1,1,5.0_stable,all_fallback,4
34020,두산에너빌리티,106300,9,2.71,9.93,354037039800,1,1,0,1,1,1,5.0_stable,all_fallback,4
340360,다보링크,2155,9,31.08,37.17,4206210890,1,1,1,1,1,1,5.1_swing,all_fallback,3
34230,파라다이스,18890,7,10.99,-7.85,23052638180,1,1,1,0,1,0,5.0_stable,all_fallback,4
348210,넥스틴,80000,7,-1.84,6.52,6305680000,1,1,0,0,1,0,5.1_swing,all_fallback,3
34830,한국토지신탁,1697,8,15.29,23.33,14151374638,1,1,1,0,1,0,5.1_swing,all_fallback,3
353200,대덕전자,77300,9,21.35,34.43,186203022800,1,1,1,1,1,1,5.0_stable,all_fallback,4
35510,신세계 I&C,23200,7,44.1,28.53,32832129600,1,1,1,0,1,0,5.0_stable,all_fallback,4
355150,코스텍시스,23950,0,20.05,57.57,9882584300,0,0,0,0,0,0,7.0_early,all_fallback,1
356860,티엘비,79800,9,32.56,43.78,112193613000,1,1,1,1,1,1,5.0_stable,all_fallback,4
357580,아모센스,21800,0,-9.36,58.66,5254083400,0,0,0,0,0,0,7.0_early,all_fallback,1
357880,SKAI,5010,0,35.04,146.8,24000219630,0,0,0,0,0,0,7.0_early,all_fallback,1
36010,아비코전자,8960,10,11.58,7.56,3502186240,1,1,1,1,1,1,5.1_swing,all_fallback,3
36170,에이치엠넥스,4975,7,-4.33,207.1,7987581400,1,1,0,0,1,0,5.1_swing,all_fallback,3
365270,큐라클,17810,7,2.47,27.49,5403767720,1,1,0,0,1,0,5.1_swing,all_fallback,3
36810,에프에스티,43000,0,-4.44,0.47,19431786000,0,0,0,0,0,0,7.0_early,all_fallback,1
37350,성도이엔지,12080,7,9.92,66.16,6235007440,1,1,0,0,1,0,5.1_swing,all_fallback,3
375500,DL이앤씨,51900,10,8.01,4.95,31824820500,1,1,1,1,1,1,5.1_swing,all_fallback,3
376900,로킷헬스케어,128700,7,26.05,109.27,71220520800,1,1,0,1,0,1,5.1_swing,all_fallback,3
380540,옵티코어,4120,0,-17.93,29.76,13745144000,0,0,0,0,0,0,7.0_early,all_fallback,1
382800,지앤비에스 에코,4320,6,19.34,11.34,3742938720,0,0,0,0,0,0,6.0_force,all_fallback,2
388050,지투파워,11710,7,3.26,22.88,12152790230,1,1,0,0,1,0,5.1_swing,all_fallback,3
388790,라이콤,4605,0,-6.02,53.24,6465392370,0,0,0,0,0,0,7.0_early,all_fallback,1
389030,지니너스,6130,9,10.25,98.06,4082365450,1,1,0,1,1,1,5.1_swing,all_fallback,3
389260,대명에너지,20700,7,-5.48,5.24,10793704500,1,1,1,0,0,0,5.1_swing,all_fallback,3
389650,넥스트바이오메디컬,76000,9,5.56,5.85,7224712000,1,0,1,1,1,1,5.1_swing,all_fallback,3
390,삼화페인트,10550,7,8.54,9.55,19085139900,1,1,0,0,1,0,5.1_swing,all_fallback,3
39030,이오테크닉스,412500,7,0.49,13.01,48370162500,1,1,0,0,1,0,5.0_stable,all_fallback,4
39200,오스코텍,57500,8,19.67,14.09,13835880000,1,1,0,1,1,1,5.1_swing,all_fallback,3
393890,더블유씨피,15100,8,43.95,69.09,68137511800,1,1,1,0,1,1,5.0_stable,all_fallback,4
394280,오픈엣지테크놀로지,15960,0,7.11,-5.23,4739465640,0,0,0,0,0,0,7.0_early,all_fallback,1
39560,다산네트웍스,4325,8,-4.42,14.42,7156776450,1,1,1,0,1,0,5.1_swing,all_fallback,3
399720,가온칩스,65400,0,7.21,-0.46,5591503800,0,0,0,0,0,0,7.0_early,all_fallback,1
39980,폴라리스AI,1952,0,11.23,18.73,14976415488,0,0,0,0,0,0,7.0_early,all_fallback,1
4000,롯데정밀화학,54200,8,2.65,11.64,5107537000,1,1,0,1,0,1,5.1_swing,all_fallback,3
402340,SK스퀘어,611000,7,10.29,9.5,243852544000,1,1,0,0,1,0,5.0_stable,all_fallback,4
402490,그린리소스,15490,7,22.26,59.03,28324394400,1,1,0,0,1,1,5.1_swing,all_fallback,3
403870,HPSP,51700,9,19.54,21.36,410204602500,1,1,1,1,1,1,5.1_swing,all_fallback,3
405100,큐알티,18300,8,10.17,5.54,3802959600,1,1,1,0,1,0,5.1_swing,all_fallback,3
417200,LS머트리얼즈,23750,8,26.94,48.62,166371932500,1,1,0,1,1,1,5.0_stable,all_fallback,4
417500,제이아이테크,5920,8,25.96,73.1,12076421120,1,1,0,1,1,1,5.1_swing,all_fallback,3
417840,저스템,7340,8,6.84,11.72,21562549180,1,1,1,0,1,0,5.1_swing,all_fallback,3
41910,폴라리스AI파마,7870,0,24.92,21.83,9019547290,0,0,0,0,0,0,7.0_early,all_fallback,1
420770,기가비스,78400,9,2.48,36.59,7455840000,1,1,0,1,1,1,5.1_swing,all_fallback,3
42370,비츠로테크,11160,0,4.01,4.69,5442118200,0,0,0,0,0,0,7.0_early,all_fallback,1
424960,스마트레이더시스템,7280,7,7.69,-2.15,3176067440,1,0,1,0,1,1,5.1_swing,all_fallback,3
425040,티이엠씨,11890,9,27.44,25.03,49520363750,1,1,1,1,1,1,5.1_swing,all_fallback,3
42520,한스바이오메드,55700,8,26.88,30.14,16436902900,1,1,0,1,1,1,5.0_stable,all_fallback,4
425420,티에프이,60700,9,5.2,38.43,15759965900,1,1,0,1,1,1,5.0_stable,all_fallback,4
42700,한미반도체,307000,7,-3.15,51.6,242025906000,1,1,0,0,1,0,5.0_stable,all_fallback,4
432720,퀄리타스반도체,13740,0,6.02,6.1,5544818220,0,0,0,0,0,0,7.0_early,all_fallback,1
441270,파인엠텍,10650,0,7.36,-1.02,5402574600,0,0,0,0,0,0,7.0_early,all_fallback,1
443060,HD현대마린솔루션,178200,7,0.06,4.03,15719022000,1,0,0,1,1,0,5.1_swing,all_fallback,3
44490,태웅,45300,7,-7.74,39.81,23340553200,1,1,0,0,1,0,5.0_stable,all_fallback,4
445680,큐리옥스바이오시스템즈,131700,7,42.69,17.07,211419722100,1,1,1,0,0,1,5.0_stable,all_fallback,4
448900,한국피아이엠,118500,7,-7.93,65.27,32058871500,1,1,0,0,1,0,5.0_stable,all_fallback,4
452280,한선엔지니어링,15410,0,8.29,54.25,5318052640,0,0,0,0,0,0,7.0_early,all_fallback,1
453450,그리드위즈,22100,9,13.62,28.04,33580883700,1,1,1,0,1,1,5.1_swing,all_fallback,3
456040,OCI,95600,9,8.14,10.52,5578642400,1,1,0,1,1,1,5.1_swing,all_fallback,3
457550,우진엔텍,28350,0,0.0,1.07,5378817150,0,0,0,0,0,0,7.0_early,all_fallback,1
458870,씨어스테크놀로지,189000,9,17.76,15.17,14902839000,1,1,0,1,1,1,5.1_swing,all_fallback,3
46120,오르비텍,10980,8,34.56,76.81,155301141960,1,1,1,0,1,1,5.0_stable,all_fallback,4
461300,아이스크림미디어,18990,10,10.99,20.65,8692140780,1,1,1,1,1,1,5.1_swing,all_fallback,3
46210,HLB파나진,2585,8,22.51,39.73,5373023315,1,1,1,0,1,1,5.1_swing,all_fallback,3
46890,서울반도체,11150,7,3.43,54.22,7253643650,1,1,0,0,1,0,5.1_swing,all_fallback,3
4690,삼천리,146000,0,3.77,-5.87,4060114000,0,0,0,0,0,0,7.0_early,all_fallback,1
47040,대우건설,16170,8,54.59,121.51,1247138221560,1,1,1,0,1,1,5.0_stable,all_fallback,4
474610,RF시스템즈,10000,0,22.85,39.28,14035640000,0,0,0,0,0,0,7.0_early,all_fallback,1
475150,SK이터닉스,53700,9,43.78,87.43,785571930000,1,1,1,1,1,1,5.0_stable,all_fallback,4
475580,에이럭스,13910,7,30.98,53.03,70809216660,1,1,1,0,0,1,5.1_swing,all_fallback,3
475830,오름테라퓨틱,124900,7,-5.38,8.14,29486516900,1,1,0,0,1,0,5.0_stable,all_fallback,4
476060,온코닉테라퓨틱스,25100,7,11.31,36.93,20470430500,1,1,0,0,1,0,5.0_stable,all_fallback,4
47810,한국항공우주,190400,0,5.9,7.75,105845835200,0,0,0,0,0,0,7.0_early,all_fallback,1
486990,노타,44850,7,0.9,21.88,18925758150,1,1,0,0,1,0,5.0_stable,all_fallback,4
489790,한화비전,87200,7,10.52,42.25,148780204000,1,1,0,0,1,0,5.0_stable,all_fallback,4
500,가온전선,111200,7,14.64,24.38,7226776800,1,1,0,0,1,0,5.1_swing,all_fallback,3
5010,휴스틸,5240,10,5.65,22.14,9017647000,1,1,1,1,1,1,5.1_swing,all_fallback,3
50890,쏠리드,12900,8,4.03,41.6,204455183100,1,1,1,0,0,1,5.0_stable,all_fallback,4
51600,한전KPS,61400,7,1.82,5.32,19464107000,1,1,0,0,1,0,5.0_stable,all_fallback,4
52020,에스티큐브,15700,0,8.28,81.5,5929152100,0,0,0,0,0,0,7.0_early,all_fallback,1
52690,한전기술,168000,0,0.6,13.67,47408424000,0,0,0,0,0,0,7.0_early,all_fallback,1
52710,아모텍,14020,7,10.39,38.54,8173057140,1,1,0,0,1,0,5.1_swing,all_fallback,3
53610,프로텍,59100,8,6.29,4.23,3357766500,1,1,0,1,1,0,5.1_swing,all_fallback,3
53690,한미글로벌,23150,9,18.11,14.32,45858923050,1,1,1,1,1,1,5.1_swing,all_fallback,3
54620,APS,9180,9,14.04,87.92,5375321460,1,1,0,1,1,1,5.1_swing,all_fallback,3
55550,신한지주,96500,0,5.01,-5.85,121788018000,0,0,0,0,0,0,7.0_early,all_fallback,1
5680,삼영전자,15400,9,26.54,30.07,5022017000,1,1,1,1,1,1,5.1_swing,all_fallback,3
58470,리노공업,117100,7,-0.59,20.1,91593746400,1,1,0,0,1,0,5.0_stable,all_fallback,4
5860,한일사료,4000,0,2.83,29.03,24141916000,0,0,0,0,0,0,7.0_early,all_fallback,1
5930,삼성전자,200500,7,6.71,10.65,3794161549500,1,1,0,0,1,0,5.0_stable,all_fallback,4
5935,삼성전자우,144200,9,7.61,13.01,580471908800,1,1,0,1,1,1,5.1_swing,all_fallback,3
5960,동부건설,9170,7,20.34,14.62,14087907680,1,1,1,0,1,0,5.1_swing,all_fallback,3
60370,LS마린솔루션,31350,7,7.36,8.67,12558402450,1,1,0,0,1,0,5.0_stable,all_fallback,4
6110,삼아알미늄,34500,7,9.52,16.16,15121764000,1,1,1,0,0,0,5.0_stable,all_fallback,4
6120,SK디스커버리,60300,9,6.35,4.87,6142580100,1,1,1,1,0,1,5.1_swing,all_fallback,3
62040,산일전기,151700,7,5.79,4.26,36311822200,1,1,0,0,1,0,5.1_swing,all_fallback,3
6260,LS,290500,9,14.82,17.14,57291248000,1,1,0,1,1,1,5.1_swing,all_fallback,3
6340,대원전선,6520,7,11.07,72.94,113193739560,1,1,0,0,1,0,5.0_stable,all_fallback,4
6360,GS건설,25950,9,22.41,18.22,87371599950,1,1,1,1,1,1,5.1_swing,all_fallback,3
64290,인텍플러스,17950,10,15.06,4.85,13839126900,1,1,1,1,1,1,5.1_swing,all_fallback,3
64760,티씨케이,242500,7,8.5,18.0,18481410000,1,1,0,0,1,0,5.0_stable,all_fallback,4
65450,빅텍,4920,0,2.93,26.15,9534595920,0,0,0,0,0,0,7.0_early,all_fallback,1
660,SK하이닉스,1013000,7,8.92,15.11,3349253536000,1,1,0,0,1,0,5.0_stable,all_fallback,4
6910,보성파워텍,12120,0,5.67,32.03,65107779480,0,0,0,0,0,0,7.0_early,all_fallback,1
69540,빛과전자,1687,8,23.59,57.96,83980832103,1,1,1,0,1,1,5.1_swing,all_fallback,3
720,현대건설,169500,9,8.86,48.29,178602150000,1,1,0,1,1,1,5.1_swing,all_fallback,3
7340,DN오토모티브,39600,9,43.22,20.73,22777722000,1,1,1,1,1,1,5.0_stable,all_fallback,4
73490,이노와이어리스,39900,7,-11.92,13.51,5555436600,1,1,0,0,1,0,5.1_swing,all_fallback,3
74600,원익QnC,33750,7,-0.15,16.38,9198663750,1,1,0,0,1,0,5.1_swing,all_fallback,3
7660,이수페타시스,129500,9,19.03,27.46,273562145500,1,1,1,1,1,1,5.0_stable,all_fallback,4
78070,유비쿼스홀딩스,15740,10,8.7,41.8,8307524780,1,1,1,1,1,1,5.1_swing,all_fallback,3
7810,코리아써키트,62100,9,20.12,6.34,38219320800,1,1,1,1,1,1,5.0_stable,all_fallback,4
78150,HB테크놀러지,2200,8,5.77,2.8,3244628200,1,1,0,1,1,1,5.1_swing,all_fallback,3
78160,메디포스트,23200,8,4.04,4.74,4603065600,1,1,0,1,1,0,5.1_swing,all_fallback,3
78350,한양디지텍,27000,9,7.57,9.53,8273448000,1,1,0,1,1,1,5.1_swing,all_fallback,3
78520,에이블씨엔씨,12820,10,17.61,11.58,4775257700,1,1,1,1,1,1,5.1_swing,all_fallback,3
78600,대주전자재료,119700,9,7.45,38.38,41400040500,1,1,0,1,1,1,5.0_stable,all_fallback,4
79370,제우스,17860,8,4.02,6.06,9461567180,1,1,0,1,1,0,5.1_swing,all_fallback,3
80580,오킨스전자,20850,10,9.74,38.17,30775788450,1,1,1,1,1,1,5.1_swing,all_fallback,3
82640,동양생명,8810,8,9.44,20.36,3931347970,1,1,0,1,1,0,5.1_swing,all_fallback,3
82920,비츠로셀,30950,7,31.7,50.98,70388594600,1,1,1,1,0,0,5.1_swing,all_fallback,3
8350,남선알미늄,1550,0,17.69,24.2,36098202650,0,0,0,0,0,0,7.0_early,all_fallback,1
83650,비에이치아이,104300,7,4.61,38.51,29955481500,1,1,0,0,1,0,5.0_stable,all_fallback,4
84110,휴온스글로벌,68200,7,-9.07,30.4,7328635600,1,1,1,0,0,0,5.1_swing,all_fallback,3
84370,유진테크,131900,7,3.53,17.77,31522253400,1,1,0,0,1,0,5.0_stable,all_fallback,4
85620,미래에셋생명,17880,0,27.53,94.35,10863619800,0,0,0,0,0,0,7.0_early,all_fallback,1
8700,아남전자,1574,8,31.39,18.17,23029105856,1,1,1,1,0,1,5.1_swing,all_fallback,3
87010,펩트론,317500,7,9.67,30.12,59036267500,1,1,0,0,0,1,5.0_stable,all_fallback,4
88980,맥쿼리인프라,11440,6,0.62,-0.87,15816143200,0,0,0,0,0,0,6.0_force,all_fallback,2
89890,코세스,26800,0,5.1,27.32,3735410800,0,0,0,0,0,0,7.0_early,all_fallback,1
89970,브이엠,48800,9,23.39,43.32,38071612800,1,1,1,1,1,1,5.1_swing,all_fallback,3
89980,상아프론테크,25700,8,14.99,14.48,12973025900,1,1,1,0,1,0,5.1_swing,all_fallback,3
90460,비에이치,19880,7,13.08,-4.65,9458347360,1,1,1,0,1,0,5.1_swing,all_fallback,3
90710,휴림로봇,14330,7,15.84,2.36,226476851380,1,1,1,0,0,1,5.1_swing,all_fallback,3
9150,삼성전기,479500,8,20.03,54.93,442612544500,1,1,0,1,1,1,5.0_stable,all_fallback,4
9155,삼성전기우,190400,8,18.26,46.8,10431825600,1,1,0,1,1,1,5.0_stable,all_fallback,4
91580,상신이디피,17510,0,8.89,5.61,3403348660,0,0,0,0,0,0,7.0_early,all_fallback,1
92870,엑시콘,31750,7,6.19,14.83,14497589750,1,1,0,0,1,0,5.0_stable,all_fallback,4
9450,경동나비엔,66800,8,8.44,-1.18,6626226000,1,1,1,1,1,0,5.1_swing,all_fallback,3
95340,ISC,244500,9,37.28,43.23,82587699000,1,1,1,1,1,1,5.0_stable,all_fallback,4
96350,대창솔루션,3640,8,48.57,67.36,44112588520,1,1,1,0,1,1,5.1_swing,all_fallback,3
97230,HJ중공업,27800,9,7.34,16.08,78533888000,1,1,0,1,1,1,5.1_swing,all_fallback,3
98070,한텍,44600,10,12.63,21.2,20093638000,1,1,1,1,1,1,5.1_swing,all_fallback,3
