스캐너,파일종류,종목코드,종목명,전일종가,금일종가,장중최대상승률(%),종가수익률(%)
7.0_early,all,087010,펩트론,311000,328000,6.67,5.47
7.0_early,all,141080,리가켐바이오,210000,211000,4.29,0.48
7.0_early,all,310210,보로노이,347000,339000,3.6,-2.31
7.0_early,all,240810,원익IPS,118600,124500,4.97,4.97
7.0_early,all,001040,CJ,193000,200000,8.81,3.63
7.0_early,all,036570,엔씨소프트,224500,230000,2.67,2.45
7.0_early,all,095340,ISC,211000,230000,10.9,9.0
7.0_early,all,263750,펄어비스,63600,65600,5.19,3.14
7.0_early,all,489790,한화비전,76900,83900,11.7,9.1
7.0_early,all,347850,디앤디파마텍,83500,81900,1.56,-1.92
7.0_early,all,012510,더존비즈온,119100,119100,0.17,0.0
7.0_early,all,403870,HPSP,44050,50000,16.69,13.51
7.0_early,all,440110,파두,62700,62500,4.15,-0.32
7.0_early,all,004170,신세계,344500,345500,1.6,0.29
7.0_early,all,353200,대덕전자,67200,74800,12.5,11.31
7.0_early,all,237690,에스티팜,153400,155800,3.0,1.56
7.0_early,all,083650,비에이치아이,105100,105600,2.76,0.48
7.0_early,all,00680K,미래에셋증권2우B,21050,21100,1.9,0.24
7.0_early,all,036930,주성엔지니어링,61100,62900,4.91,2.95
7.0_early,all,010060,OCI홀딩스,165000,193600,20.91,17.33
7.0_early,all,005850,에스엘,65700,68200,4.72,3.81
7.0_early,all,023530,롯데쇼핑,103500,105400,3.38,1.84
7.0_early,all,336260,두산퓨얼셀,42500,46200,8.71,8.71
7.0_early,all,028670,팬오션,5130,5190,2.53,1.17
7.0_early,all,178320,서진시스템,45650,45200,3.83,-0.99
7.0_early,all,064760,티씨케이,230500,236000,3.9,2.39
7.0_early,all,051600,한전KPS,59300,60300,2.19,1.69
7.0_early,all,347700,스피어,50400,48750,3.57,-3.27
7.0_early,all,005440,현대지에프홀딩스,15410,15420,0.78,0.06
7.0_early,all,097230,HJ중공업,26150,27600,6.88,5.54
7.0_early,all,017960,한국카본,48650,48750,3.6,0.21
7.0_early,all,089030,테크윙,60900,62000,3.94,1.81
7.0_early,all,031980,피에스케이홀딩스,103700,108200,7.33,4.34
7.0_early,all,112610,씨에스윈드,58100,59100,2.58,1.72
7.0_early,all,282330,BGF리테일,121700,121400,1.56,-0.25
7.0_early,all,099320,쎄트렉아이,187500,193200,5.33,3.04
7.0_early,all,222800,심텍,56500,59600,7.61,5.49
7.0_early,all,001120,LX인터내셔널,45000,43050,0.89,-4.33
7.0_early,all,078600,대주전자재료,113300,118500,7.41,4.59
7.0_early,all,456160,지투지바이오,93500,91600,1.28,-2.03
7.0_early,all,048410,현대바이오,15540,16670,7.4,7.27
7.0_early,all,189300,인텔리안테크,129200,127400,4.18,-1.39
7.0_early,all,127120,제이에스링크,40050,38650,3.12,-3.5
7.0_early,all,229640,LS에코에너지,44400,45050,4.17,1.46
7.0_early,all,322000,HD현대에너지솔루션,126000,131700,8.81,4.52
7.0_early,all,004000,롯데정밀화학,51100,54700,7.44,7.05
7.0_early,all,166090,하나머티리얼즈,59500,61200,3.36,2.86
7.0_early,all,100790,미래에셋벤처투자,22850,24050,12.04,5.25
7.0_early,all,389470,인벤티지랩,87000,83900,1.61,-3.56
7.0_early,all,100090,SK오션플랜트,18870,18940,2.23,0.37
7.0_early,all,183300,코미코,117000,120000,3.33,2.56
7.0_early,all,057050,현대홈쇼핑,83900,84100,1.55,0.24
7.0_early,all,089970,브이엠,41050,45900,14.25,11.81
7.0_early,all,052400,코나아이,59600,60100,3.02,0.84
7.0_early,all,187660,현대ADM,16670,16200,1.68,-2.82
7.0_early,all,126340,비나텍,130900,135600,6.65,3.59
7.0_early,all,074600,원익QnC,33400,34050,3.29,1.95
7.0_early,all,044490,태웅,42800,44100,6.89,3.04
7.0_early,all,420770,기가비스,70400,77300,13.07,9.8
7.0_early,all,348210,넥스틴,79500,80800,2.89,1.64
7.0_early,all,248070,솔루엠,17900,17990,0.56,0.5
7.0_early,all,102940,코오롱생명과학,61000,61100,2.79,0.16
7.0_early,all,001510,SK증권,1730,1880,14.74,8.67
7.0_early,all,448900,한국피아이엠,111000,109400,2.34,-1.44
7.0_early,all,424870,이뮨온시아,8590,9010,7.68,4.89
7.0_early,all,046890,서울반도체,11000,11480,6.91,4.36
7.0_early,all,356860,티엘비,59100,71100,23.01,20.3
