차트등급,시장,종목코드,종목명,현재가,5일변화율(%),20일변화율(%),거래대금(원),차트점수,20일선위,60일선위,거래량증가,고점근접,양봉마감,상단압박,기준일자
B,KOSDAQ,263750,펄어비스,68500,3.63,27.56,84853621500,8,True,True,True,False,False,True,20260316
B,KOSDAQ,456160,지투지바이오,100200,4.81,16.38,454675135200,8,True,True,True,False,False,True,20260316
