차트등급,시장,종목코드,종목명,현재가,5일변화율(%),20일변화율(%),거래대금(원),차트점수,20일선위,60일선위,거래량증가,고점근접,양봉마감,상단압박,기준일자
B,KOSDAQ,457550,우진엔텍,28800,8.68,5.11,7536268800,7,True,True,False,False,True,False,20260318
A,KOSPI,053690,한미글로벌,21200,9.0,3.16,7572025200,10,True,True,True,True,True,True,20260318
A,KOSDAQ,078150,HB테크놀러지,2230,6.7,3.24,6163546060,10,True,True,True,True,True,True,20260318
A,KOSDAQ,389030,지니너스,6050,11.21,85.58,6810357950,9,True,True,False,True,True,True,20260318
A,KOSDAQ,432720,퀄리타스반도체,14230,9.63,8.46,37389381920,9,True,True,True,False,True,True,20260318
B,KOSDAQ,123330,제닉,24600,0.61,9.09,8295366000,8,True,True,True,False,False,True,20260318
B,KOSDAQ,037350,성도이엔지,12250,7.17,70.14,14546360500,8,True,True,True,False,True,False,20260318
B,KOSDAQ,126730,코칩,20100,3.77,13.75,7402327500,7,True,True,True,False,False,False,20260318
A,KOSDAQ,234690,녹십자웰빙,9900,7.38,3.23,7974341100,9,True,True,True,False,True,True,20260318
B,KOSPI,011700,한신기계,5150,10.4,11.23,9219828700,7,True,True,False,False,True,False,20260318
B,KOSDAQ,048530,인트론바이오,4870,4.06,28.16,6267724090,7,True,True,False,False,True,False,20260318
B,KOSDAQ,065450,빅텍,5040,-0.4,27.11,8212428000,7,True,True,False,False,True,False,20260318
B,KOSPI,005870,휴니드,9030,3.79,6.74,5468333220,7,True,True,False,False,True,False,20260318
B,KOSDAQ,307930,컴퍼니케이,7680,8.47,4.07,13817894400,8,True,True,True,False,True,False,20260318
B,KOSDAQ,396470,워트,7080,2.76,-4.19,6070901760,7,True,False,True,False,True,True,20260318
