차트등급,시장,종목코드,종목명,현재가,5일변화율(%),20일변화율(%),거래대금(원),차트점수,20일선위,60일선위,거래량증가,고점근접,양봉마감,상단압박,기준일자
B,KOSPI,005930,삼성전자,208500,9.74,16.74,5192682700500,7,True,True,False,False,True,False,20260318
B,KOSPI,000660,SK하이닉스,1056000,10.58,18.92,4110289920000,8,True,True,False,True,True,False,20260318
A,KOSPI,005935,삼성전자우,149100,7.34,22.11,774780705300,9,True,True,False,True,True,True,20260318
B,KOSPI,005380,현대차,545000,2.83,7.71,506667970000,7,True,True,False,False,True,False,20260318
B,KOSPI,402340,SK스퀘어,630000,11.5,10.53,352264500000,7,True,True,False,False,True,False,20260318
A,KOSPI,034020,두산에너빌리티,107300,6.24,12.36,443611248400,9,True,True,False,True,True,True,20260318
B,KOSPI,000270,기아,175100,8.09,5.29,207799749900,7,True,True,False,False,True,False,20260318
B,KOSPI,032830,삼성생명,235000,3.75,14.63,127085650000,7,True,True,False,False,True,False,20260318
B,KOSPI,006400,삼성SDI,405000,1.25,5.06,155690505000,7,True,True,False,False,True,False,20260318
B,KOSPI,042700,한미반도체,311000,-0.48,48.45,286277055000,7,True,True,False,False,True,False,20260318
B,KOSPI,272210,한화시스템,139800,-5.35,32.14,155112993000,7,True,True,False,False,True,False,20260318
B,KOSPI,298040,효성중공업,2731000,7.82,13.56,138396156000,7,True,True,False,False,True,False,20260318
B,KOSPI,000150,두산,1189000,7.99,22.2,95114055000,7,True,True,False,False,True,False,20260318
B,KOSDAQ,000250,삼천당제약,784000,1.29,50.48,128855888000,7,True,True,False,False,True,False,20260318
B,KOSPI,017670,SK텔레콤,81200,4.24,4.1,65498274800,7,True,True,False,False,True,False,20260318
B,KOSPI,039490,키움증권,469000,4.22,3.65,50925896000,7,True,True,False,False,True,False,20260318
B,KOSPI,005940,NH투자증권,34200,2.7,17.32,33383475000,7,True,True,False,False,True,False,20260318
A,KOSDAQ,298380,에이비엘바이오,195500,7.18,3.33,100932153500,9,True,True,False,True,True,True,20260318
B,KOSPI,005387,현대차2우B,279500,6.07,6.07,34688186000,7,True,True,False,False,True,False,20260318
B,KOSPI,016360,삼성증권,101500,3.78,4.53,48775013000,7,True,True,False,False,True,False,20260318
B,KOSDAQ,058470,리노공업,116600,2.55,18.86,86018968200,7,True,True,False,False,True,False,20260318
B,KOSPI,006260,LS,282000,11.68,12.57,39669786000,8,True,True,False,True,True,False,20260318
A,KOSPI,443060,HD현대마린솔루션,183400,3.15,10.22,21189119000,9,True,True,False,True,True,True,20260318
A,KOSDAQ,087010,펩트론,328000,8.61,31.99,67703464000,9,True,True,False,True,True,True,20260318
B,KOSPI,005385,현대차우,279500,4.68,6.68,27671897500,7,True,True,False,False,True,False,20260318
B,KOSPI,011070,LG이노텍,268500,2.87,5.92,37948447500,7,True,True,False,False,True,False,20260318
B,KOSPI,271560,오리온,134000,3.88,-3.32,11822016000,7,True,True,False,True,True,False,20260318
B,KOSDAQ,039030,이오테크닉스,410500,3.01,8.45,40423166500,7,True,True,False,False,True,False,20260318
B,KOSPI,036570,엔씨소프트,230000,9.52,6.73,19176250000,7,True,True,False,False,True,False,20260318
B,KOSPI,062040,산일전기,154900,7.27,1.51,55141611800,7,True,True,True,False,True,False,20260318
B,KOSPI,088350,한화생명,5250,2.94,16.8,158239179000,7,True,True,False,False,True,False,20260318
B,KOSPI,489790,한화비전,83900,7.7,36.64,119972301600,7,True,True,False,False,True,False,20260318
B,KOSDAQ,263750,펄어비스,65600,6.84,22.62,90244608000,8,True,True,True,False,True,False,20260318
B,KOSPI,103590,일진전기,82300,3.0,13.67,23500106600,7,True,True,False,False,True,False,20260318
B,KOSPI,012510,더존비즈온,119100,0.08,37.69,37029857400,8,True,True,False,True,False,True,20260318
B,KOSPI,011780,금호석유화학,136300,8.78,-7.28,34083450600,7,True,True,True,False,True,False,20260318
B,KOSPI,011170,롯데케미칼,82000,7.75,0.0,60057784000,7,True,True,True,False,True,False,20260318
B,KOSDAQ,357780,솔브레인,440000,-0.45,10.69,19135600000,7,True,True,False,False,True,False,20260318
A,KOSDAQ,145020,휴젤,269500,8.67,2.28,31484876500,9,True,True,True,True,True,True,20260318
B,KOSDAQ,237690,에스티팜,155800,-1.95,5.48,16390160000,7,True,True,False,False,True,False,20260318
B,KOSDAQ,440110,파두,62500,-1.11,13.64,132279875000,7,True,True,True,False,False,False,20260318
B,KOSPI,009420,한올바이오파마,57400,0.0,6.1,19478977000,7,True,True,False,False,True,False,20260318
B,KOSDAQ,084370,유진테크,129300,4.11,27.77,34219891500,7,True,True,False,False,True,False,20260318
B,KOSDAQ,036930,주성엔지니어링,62900,-6.12,27.07,50901510500,7,True,True,False,False,True,False,20260318
B,KOSDAQ,475830,오름테라퓨틱,129600,8.09,10.02,39018412800,7,True,True,False,False,True,False,20260318
B,KOSPI,051600,한전KPS,60300,7.3,4.33,11025493200,7,True,True,False,False,True,False,20260318
B,KOSDAQ,064760,티씨케이,236000,7.27,6.79,14584092000,7,True,True,False,False,True,False,20260318
B,KOSPI,017960,한국카본,48750,3.5,39.68,38498362500,8,True,True,False,True,False,True,20260318
B,KOSDAQ,031980,피에스케이홀딩스,108200,3.64,46.02,21307501400,7,True,True,False,False,True,False,20260318
B,KOSDAQ,067310,하나마이크론,34050,5.75,-2.16,94378257750,7,True,True,True,False,True,False,20260318
A,KOSDAQ,222800,심텍,59600,11.82,14.4,71198040800,10,True,True,True,True,True,True,20260318
B,KOSDAQ,099320,쎄트렉아이,193200,1.31,8.05,28460678400,7,True,True,False,False,True,False,20260318
A,KOSPI,375500,DL이앤씨,51600,6.5,3.61,40347949200,10,True,True,True,True,True,True,20260318
B,KOSPI,120110,코오롱인더,71000,-1.25,13.24,22465039000,7,True,True,False,True,False,False,20260318
B,KOSDAQ,038500,삼표시멘트,17750,-2.15,27.15,65134512500,7,True,True,False,False,True,False,20260318
B,KOSDAQ,078600,대주전자재료,118500,11.79,32.11,37928532000,8,True,True,False,True,False,True,20260318
B,KOSDAQ,003380,하림지주,15760,-0.76,5.77,18744833680,7,True,True,False,False,True,False,20260318
B,KOSPI,298020,효성티앤씨,394500,9.58,-1.99,32276412000,7,True,True,True,False,True,False,20260318
B,KOSDAQ,174900,앱클론,81000,10.96,29.39,43762518000,7,True,True,True,False,False,False,20260318
B,KOSDAQ,048410,현대바이오,16670,10.91,44.58,78314693140,7,True,True,False,False,True,False,20260318
A,KOSPI,004000,롯데정밀화학,54700,5.6,11.29,9564295000,10,True,True,True,True,True,True,20260318
B,KOSPI,082640,동양생명,8650,4.34,18.01,6082532950,7,True,True,False,False,True,False,20260318
A,KOSDAQ,100790,미래에셋벤처투자,24050,5.71,7.37,117868400650,9,True,True,True,False,True,True,20260318
A,KOSDAQ,183300,코미코,120000,10.29,11.32,15920760000,9,True,True,False,True,True,True,20260318
B,KOSPI,001740,SK네트웍스,5600,5.46,8.32,6055884800,7,True,True,False,False,True,False,20260318
B,KOSDAQ,213420,덕산네오룩스,46850,11.68,3.54,8486034200,8,True,True,False,True,False,True,20260318
B,KOSDAQ,295310,에이치브이엠,96600,-11.21,11.29,42514529400,7,True,True,True,False,False,False,20260318
A,KOSPI,006120,SK디스커버리,61500,7.33,8.27,8355697500,10,True,True,True,True,True,True,20260318
A,KOSDAQ,420770,기가비스,77300,-0.13,32.36,10596515900,9,True,True,False,True,True,True,20260318
B,KOSDAQ,126340,비나텍,135600,-8.07,17.5,10820337600,7,True,True,False,False,True,False,20260318
B,KOSDAQ,468530,프로티나,86100,10.1,17.3,26607310800,8,True,True,True,True,False,False,20260318
A,KOSDAQ,078160,메디포스트,23250,6.16,3.56,8898519000,9,True,True,True,True,False,True,20260318
B,KOSPI,001510,SK증권,1880,1.62,101.07,262583999200,8,True,True,True,False,True,False,20260318
B,KOSDAQ,253590,네오셈,19880,0.76,22.72,36916225640,7,True,True,False,False,True,False,20260318
B,KOSDAQ,102710,이엔에프테크놀로지,59300,1.72,-1.17,7703010700,7,True,True,False,True,True,False,20260318
B,KOSDAQ,425420,티에프이,57600,-3.19,26.87,12716409600,7,True,True,False,False,True,False,20260318
B,KOSDAQ,060280,큐렉소,16350,4.61,-6.57,17794309950,7,True,True,True,False,True,False,20260318
B,KOSDAQ,200710,에이디테크놀로지,46400,-4.92,16.29,25936625600,7,True,True,True,False,False,False,20260318
B,KOSDAQ,077360,덕산하이메탈,12720,-8.29,13.17,12179857920,7,True,True,False,False,True,False,20260318
B,KOSDAQ,083450,GST,30950,5.09,6.17,8430253850,7,True,True,False,False,True,False,20260318
A,KOSDAQ,079370,제우스,18310,6.76,2.63,22314708270,9,True,True,True,True,True,True,20260318
B,KOSPI,105840,우진,27150,-0.55,9.04,26696839350,7,True,True,False,False,True,False,20260318
A,KOSDAQ,101160,월덱스,32550,7.96,24.24,6685965300,9,True,True,False,True,True,True,20260318
B,KOSPI,001200,유진투자증권,5140,5.22,16.16,8656017000,7,True,True,False,False,True,False,20260318
B,KOSDAQ,900290,GRT,6000,-15.73,50.94,6557106000,7,True,True,True,False,False,False,20260318
B,KOSDAQ,309710,아이티켐,37400,11.31,12.31,9004349200,7,True,True,False,False,True,False,20260318
A,KOSDAQ,098070,한텍,42200,11.94,16.25,10940223400,10,True,True,True,True,True,True,20260318
B,KOSDAQ,089890,코세스,28050,9.36,24.67,6190466700,7,True,True,False,False,False,True,20260318
B,KOSDAQ,092870,엑시콘,31850,5.46,13.55,12841091900,7,True,True,False,False,True,False,20260318
A,KOSDAQ,080580,오킨스전자,19520,0.98,30.92,11831306240,9,True,True,False,True,True,True,20260318
B,KOSDAQ,290550,디케이티,18890,-0.21,64.55,8748223460,8,True,True,False,True,True,False,20260318
B,KOSDAQ,200470,에이팩트,8350,8.02,12.23,14859801950,8,True,True,True,False,True,False,20260318
B,KOSDAQ,389020,자람테크놀로지,55500,-4.8,27.0,8283375000,7,True,True,False,False,True,False,20260318
B,KOSDAQ,314130,지놈앤컴퍼니,8750,9.79,6.06,5762916250,7,True,True,False,False,False,True,20260318
B,KOSPI,000390,삼화페인트,10940,3.8,9.51,91809727160,8,True,True,True,False,False,True,20260318
B,KOSDAQ,056090,시지메드텍,2880,-14.03,52.38,10516043520,7,True,True,False,False,True,False,20260318
B,KOSDAQ,042370,비츠로테크,11320,8.22,3.47,50268825880,8,True,True,True,False,False,True,20260318
A,KOSPI,005010,휴스틸,5120,11.06,18.11,7304565760,10,True,True,True,True,True,True,20260318
B,KOSDAQ,112290,와이씨켐,27250,2.25,14.5,7276649250,8,True,True,False,True,False,True,20260318
B,KOSDAQ,085910,네오티스,19650,9.17,53.4,10531869450,8,True,True,True,False,True,False,20260318
