차트등급,시장,종목코드,종목명,현재가,5일변화율(%),20일변화율(%),거래대금(원),차트점수,20일선위,60일선위,거래량증가,고점근접,양봉마감,상단압박,기준일자
B,KOSDAQ,127120,제이에스링크,41100,9.16,43.46,11828497800,7,True,True,False,False,False,True,20260316
A,KOSPI,004000,롯데정밀화학,51100,6.46,5.91,10320820300,9,True,True,True,True,False,True,20260316
B,KOSDAQ,389470,인벤티지랩,90800,0.11,28.79,25878726400,7,True,True,False,False,False,True,20260316
B,KOSDAQ,089970,브이엠,40000,0.25,25.79,15694400000,7,True,True,False,False,True,False,20260316
B,KOSDAQ,126340,비나텍,138500,10.8,18.38,28492220000,7,True,True,True,False,False,False,20260316
B,KOSDAQ,074600,원익QnC,34850,0.58,19.76,14965461250,8,True,True,False,True,True,False,20260316
B,KOSDAQ,420770,기가비스,70100,10.92,12.7,7389030700,7,True,True,False,False,True,False,20260316
B,KOSDAQ,348210,넥스틴,81100,3.44,3.31,5126655400,7,True,True,False,False,True,False,20260316
B,KOSDAQ,102940,코오롱생명과학,62500,10.04,-1.42,6989625000,7,True,True,True,False,True,False,20260316
B,KOSDAQ,083450,GST,30450,3.75,7.03,8700265350,7,True,True,False,False,True,False,20260316
A,KOSDAQ,194480,데브시스터즈,42950,5.14,13.77,10467344500,10,True,True,True,True,True,True,20260316
B,KOSDAQ,309710,아이티켐,36200,6.16,11.38,10398993000,7,True,True,False,False,True,False,20260316
A,KOSDAQ,110990,디아이티,23500,9.81,9.05,6862963500,9,True,True,True,True,True,False,20260316
B,KOSPI,025860,남해화학,8650,-3.03,20.31,49097235650,7,True,True,True,False,False,False,20260316
B,KOSPI,010820,퍼스텍,8000,-7.62,70.94,76399352000,7,True,True,False,False,True,False,20260316
B,KOSPI,005010,휴스틸,4810,4.45,12.12,5397555930,7,True,True,False,False,False,True,20260316
B,KOSPI,044450,KSS해운,10650,0.47,3.3,29646096150,7,False,True,True,False,True,False,20260316
B,KOSDAQ,091580,상신이디피,16140,8.32,0.06,6120029760,8,True,True,True,False,True,True,20260316
B,KOSDAQ,000440,중앙에너비스,31200,-3.7,88.98,48465112800,7,True,True,False,False,True,False,20260316
B,KOSDAQ,005860,한일사료,4570,0.55,48.14,105439533560,8,True,True,True,False,True,False,20260316
B,KOSDAQ,065450,빅텍,5290,-1.86,33.75,39136488580,7,True,True,False,False,True,False,20260316
B,KOSPI,004140,동방,2750,-0.18,5.97,17783026250,8,True,True,True,False,True,False,20260316
B,KOSDAQ,024740,한일단조,3435,-12.93,48.38,45789106470,8,True,True,True,False,True,False,20260316
B,KOSDAQ,448710,코츠테크놀로지,21300,-3.62,12.7,8230256100,8,True,True,True,False,True,False,20260316
B,KOSPI,006890,태경케미컬,9000,0.0,14.07,18999531000,8,True,True,True,False,True,False,20260316
