차트등급,시장,종목코드,종목명,현재가,5일변화율(%),20일변화율(%),거래대금(원),차트점수,20일선위,60일선위,거래량증가,고점근접,양봉마감,상단압박,기준일자
B,KOSPI,018670,SK가스,260000,11.11,9.94,23285080000,7,True,True,True,False,False,False,20260320
B,KOSDAQ,031980,피에스케이홀딩스,111400,8.37,24.47,20893292800,7,True,True,False,False,True,False,20260320
A,KOSDAQ,222800,심텍,62500,20.42,21.36,68298562500,9,True,True,True,True,True,True,20260320
B,KOSPI,007340,DN오토모티브,39750,44.02,27.4,14443520250,8,True,True,False,True,True,True,20260320
A,KOSDAQ,458870,씨어스테크놀로지,182900,13.89,22.1,60750417900,9,True,True,True,True,False,True,20260320
A,KOSPI,192820,코스맥스,196100,10.67,-1.95,59793047100,9,True,True,True,True,True,True,20260320
B,KOSDAQ,039200,오스코텍,56000,-0.18,-1.06,26241712000,7,True,True,True,False,False,True,20260320
A,KOSDAQ,376900,로킷헬스케어,130400,31.72,116.61,100883960000,9,True,True,True,True,True,True,20260320
B,KOSPI,475150,SK이터닉스,59900,52.22,110.92,627431295400,7,True,True,True,False,False,True,20260320
A,KOSDAQ,003380,하림지주,17700,14.94,6.37,175827304200,10,True,True,True,True,True,True,20260320
A,KOSDAQ,131970,두산테스나,102400,49.27,56.34,98919014400,9,True,True,True,True,True,True,20260320
A,KOSDAQ,078600,대주전자재료,126200,15.04,33.26,73186156400,9,True,True,False,True,True,True,20260320
A,KOSPI,395400,SK리츠,6310,5.52,12.68,5527225570,10,True,True,True,True,True,True,20260320
B,KOSDAQ,038500,삼표시멘트,17370,-4.56,23.37,38135053350,7,True,True,False,False,True,False,20260320
B,KOSPI,001120,LX인터내셔널,47150,8.89,-1.46,17073439350,8,True,True,True,True,True,False,20260320
A,KOSPI,161890,한국콜마,76700,6.97,4.07,45530193800,10,True,True,True,True,True,True,20260320
A,KOSDAQ,417200,LS머트리얼즈,25300,10.72,53.24,313957136900,9,True,True,True,False,True,True,20260320
B,KOSPI,003530,한화투자증권,7920,10.77,-17.15,129516282720,7,True,True,True,False,True,False,20260320
A,KOSPI,012630,HDC,28050,14.72,22.49,13152308400,10,True,True,True,True,True,True,20260320
B,KOSDAQ,115180,큐리언트,44950,-9.92,35.8,45819917350,7,True,True,True,False,False,False,20260320
A,KOSPI,100090,SK오션플랜트,25550,32.8,36.12,328099175250,9,True,True,True,True,True,True,20260320
A,KOSPI,294870,HDC현대산업개발,24100,9.55,2.55,22340410800,9,True,True,True,True,True,True,20260320
B,KOSPI,001800,오리온홀딩스,24850,3.11,0.2,3591073500,8,True,True,False,True,True,True,20260320
A,KOSPI,007810,코리아써키트,64600,25.68,11.57,33854276000,9,True,True,True,True,True,True,20260320
A,KOSPI,082640,동양생명,9100,13.33,24.32,5302570000,9,True,True,False,True,True,True,20260320
B,KOSPI,322000,HD현대에너지솔루션,131000,7.29,46.21,315121286000,7,True,True,False,False,False,True,20260320
B,KOSDAQ,388210,씨엠티엑스,151200,12.5,5.29,26040268800,7,True,True,False,False,True,False,20260320
B,KOSPI,003240,태광산업,1289000,15.92,16.02,8503533000,8,True,True,True,False,True,False,20260320
B,KOSDAQ,127120,제이에스링크,40200,-4.06,30.94,5392307400,7,True,True,False,False,True,False,20260320
B,KOSDAQ,082920,비츠로셀,30150,15.52,46.72,38912645250,7,True,True,True,False,False,False,20260320
A,KOSDAQ,032500,케이엠더블유,32950,24.81,59.56,55646124750,9,True,True,True,True,True,True,20260320
A,KOSPI,000210,DL,64900,41.55,32.18,57341421500,9,True,True,True,True,True,True,20260320
B,KOSPI,004000,롯데정밀화학,52700,2.53,6.9,5024154500,7,True,True,False,False,False,True,20260320
B,KOSDAQ,131290,티에스이,121800,14.58,27.81,5746767600,8,True,True,False,True,False,True,20260320
B,KOSDAQ,183300,코미코,120300,9.17,5.34,12669153900,8,True,True,False,True,False,True,20260320
B,KOSPI,001510,SK증권,2585,45.14,63.71,1198182591375,8,True,True,True,False,True,True,20260320
A,KOSDAQ,213420,덕산네오룩스,47950,9.23,13.49,18767630000,10,True,True,True,True,True,True,20260320
B,KOSDAQ,089970,브이엠,47650,23.13,39.74,24342812550,7,True,True,False,True,False,True,20260320
A,KOSDAQ,044490,태웅,57300,17.06,73.11,220194502800,10,True,True,True,True,True,True,20260320
A,KOSPI,100840,SNT에너지,53300,18.31,9.67,119298511800,9,True,True,True,True,True,True,20260320
A,KOSPI,003160,디아이,38750,21.09,6.02,24297606250,9,True,True,True,True,True,True,20260320
A,KOSPI,006120,SK디스커버리,62600,10.6,5.92,8031329600,10,True,True,True,True,True,True,20260320
B,KOSPI,000670,영풍,60200,15.33,1.35,7407730400,7,True,True,True,False,True,False,20260320
B,KOSPI,071320,지역난방공사,93100,8.0,1.64,3406156600,7,True,False,False,True,True,True,20260320
B,KOSPI,281820,케이씨텍,49550,10.6,3.88,8014316100,8,True,True,False,True,False,True,20260320
B,KOSPI,071055,한국금융지주우,172000,6.24,-5.81,48780748000,7,True,True,True,False,True,False,20260320
B,KOSDAQ,126340,비나텍,143700,-5.02,24.96,11818750200,7,True,True,False,False,True,False,20260320
B,KOSDAQ,420770,기가비스,78700,8.85,30.3,5304930900,8,True,True,False,True,False,True,20260320
B,KOSDAQ,032190,다우데이타,25900,7.69,-5.99,7343478800,7,True,True,True,False,True,False,20260320
B,KOSDAQ,014620,성광벤드,37200,5.08,-7.0,43837930800,7,True,True,True,False,True,False,20260320
B,KOSPI,009450,경동나비엔,66300,9.23,-1.63,4939416300,7,True,True,True,True,False,False,20260320
A,KOSDAQ,023160,태광,35700,16.48,14.06,67168479000,10,True,True,True,True,True,True,20260320
A,KOSPI,005090,SGC에너지,62500,-1.26,35.72,24059187500,9,True,True,True,False,True,True,20260320
A,KOSPI,456040,OCI,97800,13.19,12.54,9842885400,10,True,True,True,True,True,True,20260320
B,KOSPI,079900,전진건설로봇,57600,1.95,-4.64,9371808000,8,True,True,True,True,True,False,20260320
B,KOSDAQ,253590,네오셈,19100,-3.09,13.96,26313306000,7,True,True,False,False,True,False,20260320
A,KOSPI,003030,세아제강지주,201000,33.11,35.26,25783275000,9,True,True,True,True,True,True,20260320
A,KOSDAQ,425420,티에프이,67500,21.62,48.51,31643865000,9,True,True,True,True,True,True,20260320
B,KOSDAQ,050890,쏠리드,13120,2.9,38.98,298803657280,8,True,True,True,False,False,True,20260320
B,KOSDAQ,475960,토모큐브,59300,8.61,7.23,9587327500,7,True,True,False,False,True,False,20260320
B,KOSDAQ,356860,티엘비,78100,35.83,31.93,39814442800,8,True,True,True,True,False,True,20260320
A,KOSPI,017940,E1,110800,15.42,3.17,9045268800,9,True,True,True,True,True,False,20260320
B,KOSDAQ,015750,성우하이텍,9490,-10.3,10.74,11709521200,7,True,True,False,False,True,False,20260320
A,KOSPI,090460,비에이치,22150,19.92,8.85,27407191750,9,True,True,True,True,True,True,20260320
B,KOSDAQ,448900,한국피아이엠,120700,0.58,50.5,19093050200,7,True,True,False,False,True,False,20260320
B,KOSPI,178920,PI첨단소재,22700,16.47,11.27,9797978300,7,True,True,True,False,False,False,20260320
A,KOSDAQ,389650,넥스트바이오메디컬,79300,9.83,7.31,10992328100,10,True,True,True,True,True,True,20260320
B,KOSDAQ,200710,에이디테크놀로지,47700,-0.31,11.45,8443329300,7,True,True,False,False,True,False,20260320
B,KOSPI,271940,일진하이솔루스,17500,-2.99,19.13,4314065000,7,True,True,True,False,False,False,20260320
A,KOSDAQ,006910,보성파워텍,12850,10.59,31.66,278414871950,9,True,True,True,False,True,True,20260320
A,KOSPI,105840,우진,31200,10.44,18.18,229743040800,10,True,True,True,True,True,True,20260320
B,KOSPI,004690,삼천리,154400,10.52,-0.58,5954590400,8,True,True,True,True,True,False,20260320
A,KOSDAQ,327260,RF머트리얼즈,73900,7.41,91.95,60138268100,10,True,True,True,True,True,True,20260320
A,KOSDAQ,122640,예스티,28800,11.84,20.5,22281033600,10,True,True,True,True,True,True,20260320
B,KOSPI,336370,솔루스첨단소재,8670,2.85,-8.64,3927830790,7,True,True,True,False,True,False,20260320
A,KOSPI,020000,한섬,26800,13.8,27.62,4822820800,9,True,True,False,True,True,True,20260320
A,KOSPI,009410,태영건설,2010,9.72,14.46,6464346930,10,True,True,True,True,True,True,20260320
B,KOSPI,016380,KG스틸,5920,4.41,-1.82,3370321120,7,True,True,True,False,True,False,20260320
B,KOSPI,003000,부광약품,5990,-1.64,9.31,12036893020,7,True,True,False,False,False,True,20260320
A,KOSPI,014830,유니드,85900,2.26,6.05,4258836100,9,True,True,False,True,True,True,20260320
B,KOSDAQ,318060,그래피,50900,15.68,-1.55,25212042500,7,True,True,True,False,True,False,20260320
B,KOSDAQ,234340,헥토파이낸셜,40000,2.96,50.94,31437120000,7,True,True,False,False,True,False,20260320
B,KOSPI,009900,명신산업,10480,-5.42,12.45,3629926160,7,True,True,False,False,True,False,20260320
B,KOSPI,009155,삼성전기우,183800,11.19,23.52,8673338200,7,True,True,False,False,False,True,20260320
A,KOSDAQ,098070,한텍,47900,13.11,25.39,25249527000,10,True,True,True,True,True,True,20260320
B,KOSDAQ,215600,신라젠,3590,5.12,-2.58,10310839000,8,True,True,True,False,True,True,20260320
A,KOSDAQ,215200,메가스터디교육,47700,7.19,0.74,3413412000,9,True,True,True,True,True,True,20260320
B,KOSPI,460860,동국제강,9900,6.8,13.92,3389522400,7,True,True,False,False,True,False,20260320
A,KOSDAQ,033640,네패스,21050,23.03,14.09,26089201600,9,True,True,True,True,True,True,20260320
A,KOSDAQ,441270,파인엠텍,11560,4.9,7.74,21764613120,10,True,True,True,True,True,True,20260320
A,KOSDAQ,091700,파트론,8400,-2.1,8.81,5674846800,9,True,True,True,True,False,True,20260320
B,KOSPI,009290,광동제약,9230,2.33,15.38,6221638410,7,True,True,False,False,True,False,20260320
A,KOSDAQ,046120,오르비텍,13700,61.56,118.5,245053133000,9,True,True,True,True,True,True,20260320
B,KOSDAQ,013030,하이록코리아,38000,1.6,8.11,5295452000,8,True,True,True,False,True,False,20260320
A,KOSDAQ,394280,오픈엣지테크놀로지,16900,11.48,-0.29,10609228500,9,True,True,True,True,True,True,20260320
A,KOSPI,126720,수산인더스트리,30700,4.78,12.45,6715563600,10,True,True,True,True,True,True,20260320
A,KOSDAQ,290550,디케이티,21800,17.58,101.85,33825010800,9,True,True,False,True,True,True,20260320
A,KOSPI,306200,세아제강,147900,6.86,12.47,5776530300,10,True,True,True,True,True,True,20260320
A,KOSDAQ,389260,대명에너지,23350,15.88,13.35,39064293150,10,True,True,True,True,True,True,20260320
B,KOSDAQ,078350,한양디지텍,27200,7.94,6.88,5541048000,7,True,True,False,True,False,False,20260320
B,KOSDAQ,033160,엠케이전자,18070,26.36,75.44,46493441410,8,True,True,True,False,True,True,20260320
B,KOSDAQ,018000,유니슨,1682,42.54,47.41,64857724888,8,True,True,True,False,True,True,20260320
B,KOSDAQ,089980,상아프론테크,25750,12.45,8.88,6385768250,8,True,True,False,True,True,False,20260320
B,KOSDAQ,138080,오이솔루션,33900,-5.44,85.35,30969582300,7,True,True,False,False,True,False,20260320
B,KOSDAQ,365270,큐라클,18430,-1.18,24.61,4876780730,7,True,True,False,False,True,False,20260320
B,KOSDAQ,308430,셀비온,30900,15.08,-21.57,11087105400,7,True,True,True,False,True,False,20260320
B,KOSDAQ,226590,엠디바이스,36200,38.17,70.75,21657808400,7,True,True,False,True,False,True,20260320
B,KOSDAQ,036890,진성티이씨,17020,-3.84,5.0,3826572560,7,True,True,False,False,True,False,20260320
A,KOSDAQ,200470,에이팩트,8650,12.78,7.59,18813602950,9,True,True,True,False,True,True,20260320
B,KOSDAQ,230240,에치에프알,27000,-5.43,53.58,12369969000,7,True,True,False,False,True,False,20260320
B,KOSDAQ,170920,엘티씨,34000,54.9,19.72,12331800000,7,True,True,False,True,False,True,20260320
A,KOSPI,001230,동국홀딩스,11250,9.01,30.21,5507358750,10,True,True,True,True,True,True,20260320
B,KOSDAQ,204620,글로벌텍스프리,4830,13.65,-6.21,10901314830,7,True,True,True,False,True,False,20260320
A,KOSPI,078520,에이블씨엔씨,12840,17.05,8.72,4055231520,9,True,True,True,True,False,True,20260320
B,KOSDAQ,151860,KG에코솔루션,6940,12.85,-0.14,4965125840,8,True,True,True,True,True,False,20260320
A,KOSPI,092790,넥스틸,12570,6.8,6.98,6791558430,10,True,True,True,True,True,True,20260320
B,KOSPI,003920,남양유업,54000,-3.4,4.65,3327156000,7,True,True,True,False,False,False,20260320
B,KOSDAQ,073490,이노와이어리스,42350,-3.86,18.79,10105895800,7,True,True,False,False,True,False,20260320
A,KOSDAQ,051370,인터플렉스,13750,3.7,6.18,3819365000,9,True,True,False,True,True,True,20260320
B,KOSPI,005680,삼영전자,15770,23.98,29.79,3129950750,8,True,True,True,True,False,True,20260320
A,KOSDAQ,042370,비츠로테크,11980,9.61,7.25,43214783120,9,True,True,True,False,True,True,20260320
A,KOSDAQ,314130,지놈앤컴퍼니,8960,3.94,21.9,4983498240,9,True,True,False,True,True,True,20260320
B,KOSDAQ,322310,오로스테크놀로지,33050,0.15,25.43,8488066250,8,True,True,False,True,False,True,20260320
A,KOSPI,005010,휴스틸,5500,10.11,22.63,13940536500,10,True,True,True,True,True,True,20260320
B,KOSPI,117580,대성에너지,11140,5.19,33.57,63004264060,7,True,True,False,False,True,False,20260320
A,KOSDAQ,330860,네패스아크,25000,38.05,17.37,39279950000,9,True,True,True,True,True,True,20260320
A,KOSPI,003070,코오롱글로벌,11970,16.44,18.28,8676741780,10,True,True,True,True,True,True,20260320
A,KOSPI,053690,한미글로벌,27200,33.66,31.4,87260864000,9,True,True,True,True,True,True,20260320
A,KOSDAQ,321550,티움바이오,10070,31.63,61.64,17824846580,9,True,True,True,True,True,True,20260320
B,KOSDAQ,272110,케이엔제이,36400,-4.59,3.26,9935343600,7,True,True,True,False,False,False,20260320
B,KOSDAQ,094820,일진파워,18990,-0.63,-3.6,32674991580,7,True,True,True,False,True,False,20260320
B,KOSDAQ,457550,우진엔텍,30450,6.65,5.36,25183215750,8,True,True,True,False,True,False,20260320
B,KOSDAQ,475230,엔알비,24750,2.27,3.34,6947003250,7,False,True,True,False,True,False,20260320
B,KOSDAQ,199820,제일일렉트릭,11840,16.42,10.45,13267347520,7,True,True,False,False,True,False,20260320
A,KOSPI,013580,계룡건설,29400,12.86,6.72,18769489200,10,True,True,True,True,True,True,20260320
B,KOSDAQ,088800,에이스테크,3465,-3.75,15.5,4587413985,7,True,True,False,False,True,False,20260320
A,KOSPI,001790,대한제당,2915,5.81,2.28,4305761075,9,True,True,True,True,True,True,20260320
B,KOSDAQ,160980,싸이맥스,23650,14.53,10.51,7604562900,8,True,True,False,True,False,True,20260320
A,KOSDAQ,388050,지투파워,13500,12.97,36.64,120109068000,10,True,True,True,True,True,True,20260320
A,KOSDAQ,091580,상신이디피,18500,17.09,11.78,7324242500,10,True,True,True,True,True,True,20260320
B,KOSDAQ,289930,웨이비스,18690,4.82,1.69,6907001640,7,True,True,True,False,False,True,20260320
A,KOSPI,016880,웅진,3040,41.72,29.64,6442152160,9,True,True,True,True,True,True,20260320
B,KOSDAQ,489500,엘케이켐,38700,11.69,-21.82,16986281400,7,True,True,True,False,True,False,20260320
B,KOSDAQ,100120,뷰웍스,26450,0.19,-1.86,6629930550,8,True,True,True,True,False,True,20260320
B,KOSDAQ,039860,나노엔텍,6190,0.32,32.12,37739526260,7,False,True,True,False,True,False,20260320
A,KOSPI,005960,동부건설,10270,33.72,18.59,13997773790,9,True,True,True,True,True,True,20260320
A,KOSDAQ,297090,씨에스베어링,8620,16.33,23.32,26163156780,10,True,True,True,True,True,True,20260320
A,KOSDAQ,036190,금화피에스시,38800,11.49,8.99,3772718000,10,True,True,True,True,True,True,20260320
B,KOSDAQ,425040,티이엠씨,10880,14.29,7.3,21677105280,8,True,True,True,False,False,True,20260320
A,KOSPI,001250,GS글로벌,2750,10.0,6.8,12242711250,10,True,True,True,True,True,True,20260320
B,KOSDAQ,064290,인텍플러스,17180,13.7,-0.64,10035473660,7,True,True,True,False,False,True,20260320
A,KOSDAQ,069540,빛과전자,2190,54.66,101.1,108980118090,9,True,True,True,True,True,True,20260320
A,KOSDAQ,104480,티케이케미칼,2325,24.66,22.76,12916205025,9,True,True,True,True,True,True,20260320
B,KOSDAQ,131030,옵투스제약,11910,12.04,36.74,24346636380,8,True,True,True,False,True,False,20260320
B,KOSDAQ,389030,지니너스,6270,18.3,101.28,3488402280,8,True,True,False,True,True,True,20260320
A,KOSPI,002990,금호건설,5630,11.71,7.85,8782214480,10,True,True,True,True,True,True,20260320
A,KOSDAQ,106190,하이텍팜,19340,22.17,21.56,13976147700,9,True,True,True,True,True,True,20260320
A,KOSPI,004960,한신공영,17730,37.87,35.34,19642783320,9,True,True,True,True,True,True,20260320
B,KOSDAQ,432720,퀄리타스반도체,14350,2.5,11.24,7553395150,7,True,True,False,False,True,False,20260320
A,KOSDAQ,039560,다산네트웍스,4990,12.51,26.33,28010277180,10,True,True,True,True,True,True,20260320
B,KOSDAQ,282720,금양그린파워,16570,9.23,27.27,26308139290,7,True,True,False,False,False,True,20260320
B,KOSDAQ,123330,제닉,24950,-5.31,16.59,4810809100,7,True,True,False,False,True,False,20260320
B,KOSDAQ,008830,대동기어,21750,2.11,-14.03,24960017250,7,True,True,True,False,True,False,20260320
B,KOSDAQ,417500,제이아이테크,5910,21.73,62.36,8159322360,7,True,True,False,True,True,False,20260320
A,KOSPI,008970,KBI동양철관,1864,8.12,0.0,8293405728,9,True,True,True,True,True,True,20260320
B,KOSDAQ,037350,성도이엔지,12390,14.19,63.89,6109199250,7,True,True,False,False,True,False,20260320
B,KOSDAQ,365330,에스와이스틸텍,3710,9.12,-6.08,5316352090,7,True,True,True,False,True,False,20260320
B,KOSDAQ,475580,에이럭스,13130,15.07,38.07,20098340470,7,True,True,True,False,False,False,20260320
A,KOSDAQ,054620,APS,9500,6.03,73.04,6700312000,9,True,True,False,True,True,True,20260320
B,KOSDAQ,453450,그리드위즈,21800,15.22,20.38,34212680200,8,True,True,True,False,False,True,20260320
B,KOSPI,011700,한신기계,5260,6.37,5.62,21630435000,8,True,True,True,False,True,False,20260320
A,KOSDAQ,005160,동국산업,3145,10.54,7.89,3115974795,9,True,True,True,False,True,True,20260320
A,KOSDAQ,259630,엠플러스,13500,6.97,1.81,3425274000,9,True,True,True,True,True,True,20260320
A,KOSDAQ,021320,KCC건설,7590,18.41,6.45,4167585510,9,True,True,True,True,True,True,20260320
B,KOSDAQ,265740,엔에프씨,9000,8.43,33.33,3682089000,7,True,True,False,False,True,False,20260320
A,KOSPI,003480,한진중공업홀딩스,5300,11.58,0.76,4752430500,9,True,True,True,True,True,True,20260320
B,KOSDAQ,041440,현대에버다임,8620,2.25,-4.01,3056195140,8,True,True,True,True,True,False,20260320
A,KOSDAQ,382800,지앤비에스 에코,4680,30.36,21.09,10473077160,9,True,True,True,True,True,True,20260320
B,KOSPI,004150,한솔홀딩스,3575,9.49,2.14,5398700450,8,True,True,True,False,True,True,20260320
B,KOSDAQ,100130,동국S&C,2545,20.9,20.9,14737547825,8,True,True,True,False,True,True,20260320
B,KOSDAQ,059120,아진엑스텍,7760,3.19,4.86,3209380800,7,True,True,False,False,True,False,20260320
B,KOSPI,004140,동방,2930,11.2,9.74,7811561660,7,True,True,False,False,True,False,20260320
A,KOSDAQ,086670,비엠티,14140,3.21,4.9,3147860940,10,True,True,True,True,True,True,20260320
A,KOSDAQ,096350,대창솔루션,3730,54.13,66.52,21534222500,9,True,True,True,True,True,True,20260320
B,KOSPI,008700,아남전자,1774,47.96,34.39,69951949336,7,True,True,True,False,False,True,20260320
A,KOSDAQ,396270,넥스트칩,4055,20.68,16.19,13537666160,9,True,True,True,True,True,True,20260320
A,KOSDAQ,024880,케이피에프,6590,5.61,5.95,3493596240,10,True,True,True,True,True,True,20260320
A,KOSDAQ,036010,아비코전자,9390,18.71,6.7,4032629400,9,True,True,True,True,True,True,20260320
A,KOSDAQ,026150,특수건설,7010,5.41,-0.71,3754738260,9,True,True,True,True,True,True,20260320
A,KOSDAQ,046970,우리로,2710,75.86,88.46,43890815830,9,True,True,True,True,True,True,20260320
B,KOSDAQ,340360,다보링크,2215,20.64,51.3,5047083495,8,True,True,True,False,True,True,20260320
A,KOSPI,013360,일성건설,2040,15.12,0.74,3841101720,9,True,True,True,True,True,True,20260320
B,KOSDAQ,261780,차백신연구소,4080,29.94,54.84,145445810640,7,True,True,True,False,False,True,20260320
B,KOSDAQ,214270,FSN,2470,8.1,20.19,7300030660,8,True,True,True,False,False,True,20260320
