등급,시장,종목코드,종목명,현재가,5일변화율(%),20일변화율(%),거래대금(원),추세점수,매집점수,돌파점수,신규점수,총점,6.0신규,7.0신규,기준일자
B,KOSPI,047810,한국항공우주,185700,1.64,5.87,91226424900,3,3,3,4,13,Y,Y,20260320
B,KOSPI,033780,KT&G,157500,2.94,-10.05,90116775000,2,4,3,4,13,Y,Y,20260320
A,KOSPI,017670,SK텔레콤,78800,5.07,-3.31,101064309600,4,4,4,5,17,Y,Y,20260320
A,KOSPI,047050,포스코인터내셔널,77000,4.48,11.27,132738683000,4,4,3,5,16,Y,Y,20260320
A,KOSPI,278470,에이피알,359500,4.96,25.92,151076280000,4,3,5,5,17,Y,Y,20260320
B,KOSPI,005830,DB손해보험,186700,5.3,1.8,74243495400,3,4,3,4,14,Y,Y,20260320
B,KOSPI,039490,키움증권,460500,7.34,-5.54,88074309000,3,4,3,5,15,Y,Y,20260320
B,KOSPI,003490,대한항공,26350,8.44,3.74,96433648350,4,3,3,4,14,Y,Y,20260320
A,KOSPI,006260,LS,303500,21.4,20.92,50760982000,5,2,5,4,16,Y,Y,20260320
B,KOSPI,007660,이수페타시스,126800,18.39,24.68,162557726800,4,2,4,4,14,Y,Y,20260320
B,KOSPI,016360,삼성증권,102300,7.35,-8.25,138250368300,3,4,3,5,15,Y,Y,20260320
A,KOSPI,009830,한화솔루션,51700,6.16,-11.62,742683993700,3,5,4,5,17,Y,Y,20260320
B,KOSPI,377300,카카오페이,64300,10.48,-0.62,60853455700,3,4,3,5,15,Y,Y,20260320
B,KOSPI,090430,아모레퍼시픽,140800,7.48,-12.76,39693913600,3,4,3,5,15,Y,Y,20260320
A,KOSPI,443060,HD현대마린솔루션,182700,5.55,5.42,21544897500,5,3,4,4,16,Y,Y,20260320
A,KOSDAQ,087010,펩트론,346000,16.11,23.57,95585614000,5,2,5,5,17,Y,Y,20260320
A,KOSPI,047040,대우건설,19110,55.11,140.98,1839299012460,5,4,5,5,19,Y,Y,20260320
A,KOSDAQ,141080,리가켐바이오,213000,5.97,19.86,85236636000,5,3,4,4,16,Y,Y,20260320
B,KOSPI,128940,한미약품,560000,12.79,-9.82,70468160000,3,3,3,5,14,Y,Y,20260320
B,KOSPI,011070,LG이노텍,296000,18.4,17.0,67287904000,4,2,3,4,13,Y,Y,20260320
A,KOSPI,028050,삼성E&A,35300,7.62,1.0,118505241700,4,5,3,5,17,Y,Y,20260320
B,KOSPI,032640,LG유플러스,15820,5.82,-8.34,46769409540,2,4,3,4,13,Y,Y,20260320
B,KOSPI,052690,한전기술,175500,-1.24,15.77,120286998000,4,4,3,4,15,Y,Y,20260320
B,KOSPI,078930,GS,69000,8.15,-5.74,38898957000,3,4,3,5,15,Y,Y,20260320
B,KOSDAQ,240810,원익IPS,125000,5.04,6.93,53435500000,4,3,3,4,14,Y,Y,20260320
B,KOSPI,241560,두산밥캣,63100,4.47,-1.87,26257676800,3,3,3,4,13,Y,Y,20260320
B,KOSPI,001040,CJ,207000,17.35,-6.55,40220928000,3,4,3,5,15,Y,Y,20260320
B,KOSPI,138930,BNK금융지주,18850,3.17,-14.9,70065827000,2,5,3,4,14,Y,Y,20260320
A,KOSPI,088980,맥쿼리인프라,11510,0.96,-0.52,20523504020,4,3,5,4,16,Y,Y,20260320
A,KOSPI,271560,오리온,137800,6.57,0.58,26445060200,4,4,5,5,18,Y,Y,20260320
B,KOSDAQ,039030,이오테크닉스,429500,4.63,13.62,40342076000,4,3,3,4,14,Y,Y,20260320
A,KOSDAQ,095340,ISC,247000,33.23,30.69,51907791000,5,3,5,4,17,Y,Y,20260320
B,KOSPI,062040,산일전기,159200,13.23,8.82,36154160800,4,2,3,4,13,Y,Y,20260320
B,KOSDAQ,032820,우리기술,28400,16.16,119.31,718311174800,4,2,5,4,15,Y,Y,20260320
B,KOSPI,088350,한화생명,5230,9.64,2.95,53643377800,4,3,3,4,14,Y,Y,20260320
A,KOSDAQ,403870,HPSP,51200,20.05,10.7,200800204800,4,3,5,4,16,Y,Y,20260320
A,KOSPI,353200,대덕전자,82800,30.81,38.93,202768340400,5,4,5,5,19,Y,Y,20260320
B,KOSPI,103590,일진전기,82600,4.96,15.69,25814069400,3,3,3,4,13,Y,Y,20260320
A,KOSPI,010060,OCI홀딩스,203000,22.29,28.16,82393843000,4,4,4,5,17,Y,Y,20260320
B,KOSDAQ,226950,올릭스,186900,-4.64,42.35,137576342400,4,4,3,4,15,Y,Y,20260320
A,KOSPI,012510,더존비즈온,119300,0.25,30.95,40395695800,5,3,5,4,17,Y,Y,20260320
B,KOSPI,011170,롯데케미칼,84200,18.93,3.95,28293052400,3,3,3,4,13,Y,Y,20260320
A,KOSDAQ,083650,비에이치아이,109500,5.69,31.93,63813096000,5,3,5,4,17,Y,Y,20260320
A,KOSDAQ,036930,주성엔지니어링,72800,10.14,32.36,448123166400,5,4,4,5,18,Y,Y,20260320
B,KOSPI,012750,에스원,88900,6.98,-1.77,6086449600,4,3,4,4,15,Y,Y,20260320
B,KOSPI,004170,신세계,344000,5.52,-2.82,20820944000,3,3,3,4,13,Y,Y,20260320
A,KOSDAQ,145020,휴젤,267000,11.48,-0.93,14427345000,4,3,5,4,16,Y,Y,20260320
A,KOSPI,023530,롯데쇼핑,113500,18.23,2.07,24652881000,5,3,5,5,18,Y,Y,20260320
B,KOSDAQ,043260,성호전자,45000,-10.71,113.27,101546145000,4,3,3,3,13,Y,Y,20260320
B,KOSPI,097950,CJ제일제당,212000,6.11,-4.72,27084908000,3,4,3,5,15,Y,Y,20260320
B,KOSPI,009970,영원무역홀딩스,227000,1.79,1.79,5844796000,3,4,3,4,14,Y,Y,20260320
B,KOSPI,085620,미래에셋생명,17210,30.38,80.4,11430813160,3,3,3,4,13,Y,Y,20260320
A,KOSPI,051600,한전KPS,67500,12.13,8.87,89645737500,5,4,5,5,19,Y,Y,20260320
B,KOSPI,00680K,미래에셋증권2우B,21600,0.47,-2.63,19926842400,3,3,3,4,13,Y,Y,20260320
B,KOSPI,028670,팬오션,5330,5.54,-3.62,24569983490,3,3,3,4,13,Y,Y,20260320
A,KOSDAQ,064760,티씨케이,253000,8.82,17.13,24101792000,5,3,5,4,17,Y,Y,20260320
A,KOSDAQ,178320,서진시스템,48000,4.58,20.15,238945104000,5,5,5,5,20,Y,Y,20260320
A,KOSPI,112610,씨에스윈드,66100,19.31,31.15,77851059700,4,4,5,5,18,Y,Y,20260320
B,KOSPI,139480,이마트,100700,7.47,-9.69,40205784100,3,4,3,5,15,Y,Y,20260320
B,KOSPI,139130,iM금융지주,17240,3.48,-15.9,48728549680,2,5,3,4,14,Y,Y,20260320
A,KOSPI,336260,두산퓨얼셀,41900,-9.01,14.17,106926495500,4,5,4,4,17,Y,Y,20260320
A,KOSPI,006360,GS건설,31800,38.26,42.28,302792890200,5,4,5,5,19,Y,Y,20260320
B,KOSDAQ,475830,오름테라퓨틱,126300,-9.46,11.18,52983860400,3,3,3,4,13,Y,Y,20260320
B,KOSDAQ,030530,원익홀딩스,34350,9.74,-5.89,76144984650,2,4,2,5,13,Y,Y,20260320
A,KOSPI,375500,DL이앤씨,67400,37.41,34.26,217024360400,5,4,5,5,19,Y,Y,20260320
A,KOSPI,017960,한국카본,49800,6.98,35.51,19865120400,5,3,5,4,17,Y,Y,20260320
A,KOSPI,097230,HJ중공업,28450,5.76,11.57,113775305400,5,5,5,5,20,Y,Y,20260320
A,KOSDAQ,319660,피에스케이,86400,34.79,37.58,37386489600,5,3,5,4,17,Y,Y,20260320
B,KOSPI,030000,제일기획,21300,2.9,-3.4,23899260300,3,4,2,5,14,Y,Y,20260320
B,KOSPI,005440,현대지에프홀딩스,15630,7.05,7.79,8918384220,4,3,3,4,14,Y,Y,20260320
B,KOSPI,018670,SK가스,260000,11.11,9.94,23285080000,3,4,3,5,15,Y,Y,20260320
B,KOSDAQ,031980,피에스케이홀딩스,111400,8.37,24.47,20893292800,4,3,3,4,14,Y,Y,20260320
A,KOSDAQ,222800,심텍,62500,20.42,21.36,68298562500,5,4,5,5,19,Y,Y,20260320
A,KOSPI,007340,DN오토모티브,39750,44.02,27.4,14443520250,5,3,5,4,17,Y,Y,20260320
A,KOSDAQ,458870,씨어스테크놀로지,182900,13.89,22.1,60750417900,4,4,5,5,18,Y,Y,20260320
B,KOSDAQ,067310,하나마이크론,34750,9.79,0.14,60723922250,3,3,3,4,13,Y,Y,20260320
A,KOSPI,192820,코스맥스,196100,10.67,-1.95,59793047100,4,4,4,5,17,Y,Y,20260320
B,KOSPI,282330,BGF리테일,124200,5.61,-9.34,6300541800,3,3,3,4,13,Y,Y,20260320
A,KOSDAQ,039200,오스코텍,56000,-0.18,-1.06,26241712000,3,5,4,4,16,Y,Y,20260320
B,KOSPI,020150,롯데에너지머티리얼즈,40550,8.86,-8.05,8374669850,3,3,3,4,13,Y,Y,20260320
B,KOSDAQ,445680,큐리옥스바이오시스템즈,121700,31.28,8.66,108498592500,3,4,2,5,14,Y,Y,20260320
A,KOSDAQ,376900,로킷헬스케어,130400,31.72,116.61,100883960000,5,3,5,5,18,Y,Y,20260320
A,KOSPI,475150,SK이터닉스,59900,52.22,110.92,627431295400,4,4,4,5,17,Y,Y,20260320
A,KOSDAQ,003380,하림지주,17700,14.94,6.37,175827304200,5,4,5,5,19,Y,Y,20260320
A,KOSDAQ,131970,두산테스나,102400,49.27,56.34,98919014400,5,4,5,5,19,Y,Y,20260320
B,KOSPI,483650,달바글로벌,158900,5.58,-7.24,11640855100,3,3,3,4,13,Y,Y,20260320
A,KOSDAQ,078600,대주전자재료,126200,15.04,33.26,73186156400,5,3,5,5,18,Y,Y,20260320
B,KOSPI,120110,코오롱인더,70100,-6.53,10.92,16761470800,4,3,3,3,13,Y,Y,20260320
B,KOSDAQ,140860,파크시스템스,273000,2.63,0.37,17068233000,2,5,3,5,15,Y,Y,20260320
A,KOSPI,395400,SK리츠,6310,5.52,12.68,5527225570,5,4,5,5,19,Y,Y,20260320
B,KOSDAQ,038500,삼표시멘트,17370,-4.56,23.37,38135053350,4,3,3,3,13,Y,Y,20260320
A,KOSPI,001120,LX인터내셔널,47150,8.89,-1.46,17073439350,4,4,4,5,17,Y,Y,20260320
A,KOSPI,161890,한국콜마,76700,6.97,4.07,45530193800,5,4,5,5,19,Y,Y,20260320
A,KOSDAQ,417200,LS머트리얼즈,25300,10.72,53.24,313957136900,5,5,4,5,19,Y,Y,20260320
B,KOSPI,003530,한화투자증권,7920,10.77,-17.15,129516282720,3,4,3,5,15,Y,Y,20260320
B,KOSPI,034230,파라다이스,18190,8.6,-9.73,12589644610,2,4,3,5,14,Y,Y,20260320
A,KOSPI,012630,HDC,28050,14.72,22.49,13152308400,5,3,5,5,18,Y,Y,20260320
B,KOSDAQ,090710,휴림로봇,14020,15.68,0.14,192908456380,3,3,3,5,14,Y,Y,20260320
B,KOSDAQ,115180,큐리언트,44950,-9.92,35.8,45819917350,3,4,3,4,14,Y,Y,20260320
B,KOSDAQ,060370,LS마린솔루션,31600,-4.24,1.61,21101563600,4,4,3,4,15,Y,Y,20260320
A,KOSPI,100090,SK오션플랜트,25550,32.8,36.12,328099175250,5,4,4,5,18,Y,Y,20260320
A,KOSPI,294870,HDC현대산업개발,24100,9.55,2.55,22340410800,5,5,5,5,20,Y,Y,20260320
B,KOSPI,298020,효성티앤씨,367000,6.22,-8.36,14348599000,2,4,3,4,13,Y,Y,20260320
B,KOSDAQ,174900,앱클론,78300,-12.12,38.58,22800881700,3,4,3,3,13,Y,Y,20260320
B,KOSPI,001800,오리온홀딩스,24850,3.11,0.2,3591073500,4,3,4,4,15,Y,Y,20260320
A,KOSPI,007810,코리아써키트,64600,25.68,11.57,33854276000,5,4,5,5,19,Y,Y,20260320
B,KOSDAQ,080220,제주반도체,44300,1.26,-5.04,89710468100,3,3,3,4,13,Y,Y,20260320
B,KOSDAQ,397030,에이프릴바이오,64500,-6.79,-8.12,60062916000,2,5,3,3,13,Y,Y,20260320
B,KOSDAQ,195940,HK이노엔,52100,3.17,-8.44,9462558300,3,3,3,4,13,Y,Y,20260320
A,KOSPI,082640,동양생명,9100,13.33,24.32,5302570000,5,2,5,4,16,Y,Y,20260320
B,KOSPI,322000,HD현대에너지솔루션,131000,7.29,46.21,315121286000,4,3,4,4,15,Y,Y,20260320
B,KOSDAQ,388210,씨엠티엑스,151200,12.5,5.29,26040268800,4,2,3,4,13,Y,Y,20260320
B,KOSPI,003240,태광산업,1289000,15.92,16.02,8503533000,4,3,3,5,15,Y,Y,20260320
B,KOSDAQ,124500,아이티센글로벌,61500,-12.77,29.34,29950561500,3,3,3,4,13,Y,Y,20260320
B,KOSPI,229640,LS에코에너지,45150,-5.54,1.92,9581913600,4,3,3,3,13,Y,Y,20260320
B,KOSDAQ,127120,제이에스링크,40200,-4.06,30.94,5392307400,4,3,3,3,13,Y,Y,20260320
B,KOSDAQ,082920,비츠로셀,30150,15.52,46.72,38912645250,3,4,3,5,15,Y,Y,20260320
A,KOSDAQ,032500,케이엠더블유,32950,24.81,59.56,55646124750,5,4,5,5,19,Y,Y,20260320
A,KOSPI,000210,DL,64900,41.55,32.18,57341421500,5,4,5,5,19,Y,Y,20260320
B,KOSPI,004000,롯데정밀화학,52700,2.53,6.9,5024154500,4,3,4,4,15,Y,Y,20260320
B,KOSDAQ,131290,티에스이,121800,14.58,27.81,5746767600,4,2,5,4,15,Y,Y,20260320
A,KOSDAQ,183300,코미코,120300,9.17,5.34,12669153900,4,3,5,4,16,Y,Y,20260320
B,KOSDAQ,166090,하나머티리얼즈,62000,6.16,1.14,15809132000,4,3,3,5,15,Y,Y,20260320
A,KOSPI,001510,SK증권,2585,45.14,63.71,1198182591375,5,4,4,5,18,Y,Y,20260320
A,KOSDAQ,213420,덕산네오룩스,47950,9.23,13.49,18767630000,5,5,5,5,20,Y,Y,20260320
B,KOSDAQ,089970,브이엠,47650,23.13,39.74,24342812550,4,2,5,4,15,Y,Y,20260320
B,KOSDAQ,010170,대한광통신,7440,0.54,108.11,116727402480,3,3,3,4,13,Y,Y,20260320
A,KOSDAQ,044490,태웅,57300,17.06,73.11,220194502800,5,4,5,5,19,Y,Y,20260320
A,KOSPI,100840,SNT에너지,53300,18.31,9.67,119298511800,5,4,5,5,19,Y,Y,20260320
A,KOSPI,003160,디아이,38750,21.09,6.02,24297606250,5,4,5,5,19,Y,Y,20260320
A,KOSPI,006120,SK디스커버리,62600,10.6,5.92,8031329600,5,5,4,5,19,Y,Y,20260320
B,KOSPI,000670,영풍,60200,15.33,1.35,7407730400,4,3,3,5,15,Y,Y,20260320
B,KOSPI,071320,지역난방공사,93100,8.0,1.64,3406156600,4,3,3,4,14,Y,Y,20260320
B,KOSDAQ,328130,루닛,36400,4.22,-8.42,10966555600,2,4,3,5,14,Y,Y,20260320
B,KOSPI,003470,유안타증권,5140,3.21,-12.59,5852568480,3,3,3,4,13,Y,Y,20260320
A,KOSPI,281820,케이씨텍,49550,10.6,3.88,8014316100,4,4,5,4,17,Y,Y,20260320
A,KOSPI,071055,한국금융지주우,172000,6.24,-5.81,48780748000,3,5,3,5,16,Y,Y,20260320
B,KOSDAQ,126340,비나텍,143700,-5.02,24.96,11818750200,4,3,3,3,13,Y,Y,20260320
A,KOSDAQ,420770,기가비스,78700,8.85,30.3,5304930900,4,3,5,4,16,Y,Y,20260320
B,KOSPI,195870,해성디에스,58500,10.59,-2.34,11239897500,3,3,3,4,13,Y,Y,20260320
B,KOSDAQ,032190,다우데이타,25900,7.69,-5.99,7343478800,3,4,3,5,15,Y,Y,20260320
A,KOSDAQ,014620,성광벤드,37200,5.08,-7.0,43837930800,3,5,3,5,16,Y,Y,20260320
B,KOSPI,009450,경동나비엔,66300,9.23,-1.63,4939416300,3,4,3,5,15,Y,Y,20260320
B,KOSDAQ,052020,에스티큐브,14150,-21.61,57.22,13727622500,3,4,3,4,14,Y,Y,20260320
A,KOSDAQ,023160,태광,35700,16.48,14.06,67168479000,5,4,5,5,19,Y,Y,20260320
A,KOSPI,005090,SGC에너지,62500,-1.26,35.72,24059187500,5,4,4,4,17,Y,Y,20260320
B,KOSDAQ,074600,원익QnC,33900,-0.88,6.1,14979189600,4,3,3,3,13,Y,Y,20260320
B,KOSDAQ,027360,아주IB투자,7290,22.73,43.79,29676853710,4,3,4,4,15,Y,Y,20260320
A,KOSPI,456040,OCI,97800,13.19,12.54,9842885400,5,3,5,5,18,Y,Y,20260320
A,KOSPI,079900,전진건설로봇,57600,1.95,-4.64,9371808000,3,4,4,5,16,Y,Y,20260320
B,KOSDAQ,253590,네오셈,19100,-3.09,13.96,26313306000,4,3,3,3,13,Y,Y,20260320
A,KOSPI,003030,세아제강지주,201000,33.11,35.26,25783275000,5,4,5,5,19,Y,Y,20260320
A,KOSDAQ,425420,티에프이,67500,21.62,48.51,31643865000,5,4,5,5,19,Y,Y,20260320
A,KOSDAQ,050890,쏠리드,13120,2.9,38.98,298803657280,4,5,4,5,18,Y,Y,20260320
B,KOSDAQ,475960,토모큐브,59300,8.61,7.23,9587327500,4,3,3,4,14,Y,Y,20260320
A,KOSDAQ,356860,티엘비,78100,35.83,31.93,39814442800,4,4,5,5,18,Y,Y,20260320
A,KOSPI,017940,E1,110800,15.42,3.17,9045268800,5,3,4,5,17,Y,Y,20260320
B,KOSDAQ,015750,성우하이텍,9490,-10.3,10.74,11709521200,4,3,3,3,13,Y,Y,20260320
B,KOSPI,005880,대한해운,2350,6.82,-1.05,52249430000,3,4,3,4,14,Y,Y,20260320
B,KOSDAQ,042520,한스바이오메드,53000,24.41,8.16,8446239000,4,3,3,4,14,Y,Y,20260320
B,KOSDAQ,372320,큐로셀,49950,2.57,-3.38,7955786250,2,4,3,4,13,Y,Y,20260320
A,KOSPI,090460,비에이치,22150,19.92,8.85,27407191750,5,4,5,5,19,Y,Y,20260320
B,KOSDAQ,024850,HLB이노베이션,4945,49.17,59.0,21970358080,3,4,3,5,15,Y,Y,20260320
B,KOSPI,003280,흥아해운,3030,29.76,62.82,31697187540,4,3,3,4,14,Y,Y,20260320
B,KOSDAQ,448900,한국피아이엠,120700,0.58,50.5,19093050200,4,3,3,4,14,Y,Y,20260320
B,KOSPI,130660,한전산업,22100,1.14,-2.64,61963184400,3,3,3,5,14,Y,Y,20260320
A,KOSPI,178920,PI첨단소재,22700,16.47,11.27,9797978300,4,4,3,5,16,Y,Y,20260320
A,KOSDAQ,389650,넥스트바이오메디컬,79300,9.83,7.31,10992328100,5,5,4,5,19,Y,Y,20260320
B,KOSDAQ,200710,에이디테크놀로지,47700,-0.31,11.45,8443329300,4,4,3,3,14,Y,Y,20260320
B,KOSPI,271940,일진하이솔루스,17500,-2.99,19.13,4314065000,3,4,2,4,13,Y,Y,20260320
A,KOSDAQ,006910,보성파워텍,12850,10.59,31.66,278414871950,5,5,4,5,19,Y,Y,20260320
A,KOSPI,105840,우진,31200,10.44,18.18,229743040800,5,5,5,5,20,Y,Y,20260320
A,KOSPI,004690,삼천리,154400,10.52,-0.58,5954590400,4,4,4,5,17,Y,Y,20260320
A,KOSDAQ,327260,RF머트리얼즈,73900,7.41,91.95,60138268100,5,5,5,5,20,Y,Y,20260320
B,KOSPI,011930,신성이엔지,3010,27.0,27.81,103230445290,3,3,3,4,13,Y,Y,20260320
B,KOSDAQ,046890,서울반도체,10560,0.57,41.37,10567582080,3,3,3,4,13,Y,Y,20260320
A,KOSDAQ,122640,예스티,28800,11.84,20.5,22281033600,5,5,5,5,20,Y,Y,20260320
B,KOSPI,336370,솔루스첨단소재,8670,2.85,-8.64,3927830790,3,4,2,5,14,Y,Y,20260320
B,KOSPI,001820,삼화콘덴서,58400,15.42,40.22,18241824000,3,3,3,4,13,Y,Y,20260320
A,KOSPI,020000,한섬,26800,13.8,27.62,4822820800,5,2,4,5,16,Y,Y,20260320
A,KOSPI,009410,태영건설,2010,9.72,14.46,6464346930,5,5,5,5,20,Y,Y,20260320
B,KOSPI,016380,KG스틸,5920,4.41,-1.82,3370321120,3,4,2,5,14,Y,Y,20260320
B,KOSPI,003000,부광약품,5990,-1.64,9.31,12036893020,4,3,4,3,14,Y,Y,20260320
A,KOSPI,014830,유니드,85900,2.26,6.05,4258836100,5,3,4,4,16,Y,Y,20260320
B,KOSDAQ,318060,그래피,50900,15.68,-1.55,25212042500,3,3,3,5,14,Y,Y,20260320
B,KOSDAQ,234340,헥토파이낸셜,40000,2.96,50.94,31437120000,4,3,3,4,14,Y,Y,20260320
B,KOSDAQ,045100,한양이엔지,31000,5.08,2.99,7015238000,4,3,3,4,14,Y,Y,20260320
B,KOSDAQ,079370,제우스,17500,0.4,-1.19,9744245000,3,3,3,4,13,Y,Y,20260320
B,KOSPI,009155,삼성전기우,183800,11.19,23.52,8673338200,4,3,4,4,15,Y,Y,20260320
A,KOSDAQ,098070,한텍,47900,13.11,25.39,25249527000,5,4,5,5,19,Y,Y,20260320
B,KOSDAQ,338840,와이바이오로직스,34650,20.94,32.25,7085128050,4,3,3,4,14,Y,Y,20260320
B,KOSPI,001200,유진투자증권,5240,8.26,-12.52,11588417200,3,3,3,4,13,Y,Y,20260320
B,KOSDAQ,059090,미코,15060,5.91,-12.29,6393210960,2,5,3,5,15,Y,Y,20260320
B,KOSPI,006340,대원전선,6410,7.19,63.94,54050350720,3,3,3,4,13,Y,Y,20260320
A,KOSDAQ,215600,신라젠,3590,5.12,-2.58,10310839000,4,4,3,5,16,Y,Y,20260320
A,KOSDAQ,215200,메가스터디교육,47700,7.19,0.74,3413412000,4,4,4,5,17,Y,Y,20260320
B,KOSPI,006110,삼아알미늄,32600,-3.69,4.99,5267899200,3,4,3,3,13,Y,Y,20260320
B,KOSPI,460860,동국제강,9900,6.8,13.92,3389522400,4,3,2,4,13,Y,Y,20260320
A,KOSDAQ,033640,네패스,21050,23.03,14.09,26089201600,5,4,5,5,19,Y,Y,20260320
B,KOSDAQ,194480,데브시스터즈,40000,1.52,4.99,5167600000,3,4,3,4,14,Y,Y,20260320
A,KOSDAQ,441270,파인엠텍,11560,4.9,7.74,21764613120,5,5,4,5,19,Y,Y,20260320
B,KOSDAQ,078020,LS증권,8330,8.75,-3.14,5444671260,3,3,3,4,13,Y,Y,20260320
A,KOSDAQ,091700,파트론,8400,-2.1,8.81,5674846800,4,4,5,4,17,Y,Y,20260320
B,KOSPI,009290,광동제약,9230,2.33,15.38,6221638410,4,3,3,4,14,Y,Y,20260320
A,KOSDAQ,046120,오르비텍,13700,61.56,118.5,245053133000,5,4,5,5,19,Y,Y,20260320
B,KOSDAQ,393890,더블유씨피,13230,29.71,39.12,39982316850,3,4,3,5,15,Y,Y,20260320
A,KOSDAQ,013030,하이록코리아,38000,1.6,8.11,5295452000,4,4,3,5,16,Y,Y,20260320
A,KOSDAQ,394280,오픈엣지테크놀로지,16900,11.48,-0.29,10609228500,4,5,5,5,19,Y,Y,20260320
B,KOSPI,034830,한국토지신탁,1740,19.51,23.4,5743209300,4,2,3,4,13,Y,Y,20260320
A,KOSPI,126720,수산인더스트리,30700,4.78,12.45,6715563600,5,5,5,5,20,Y,Y,20260320
A,KOSDAQ,290550,디케이티,21800,17.58,101.85,33825010800,5,2,5,5,17,Y,Y,20260320
A,KOSPI,306200,세아제강,147900,6.86,12.47,5776530300,5,5,5,5,20,Y,Y,20260320
B,KOSDAQ,080580,오킨스전자,20350,8.94,22.96,13935252650,4,3,3,4,14,Y,Y,20260320
A,KOSDAQ,389260,대명에너지,23350,15.88,13.35,39064293150,5,4,5,5,19,Y,Y,20260320
B,KOSDAQ,086390,유니테스트,19700,1.03,-13.22,11770375700,3,4,3,5,15,Y,Y,20260320
B,KOSDAQ,078350,한양디지텍,27200,7.94,6.88,5541048000,4,3,4,4,15,Y,Y,20260320
A,KOSDAQ,033160,엠케이전자,18070,26.36,75.44,46493441410,5,4,4,5,18,Y,Y,20260320
A,KOSDAQ,018000,유니슨,1682,42.54,47.41,64857724888,5,4,4,5,18,Y,Y,20260320
B,KOSDAQ,089980,상아프론테크,25750,12.45,8.88,6385768250,4,3,4,4,15,Y,Y,20260320
B,KOSDAQ,138080,오이솔루션,33900,-5.44,85.35,30969582300,4,3,3,3,13,Y,Y,20260320
B,KOSDAQ,092870,엑시콘,31250,5.04,4.69,9197687500,3,3,3,4,13,Y,Y,20260320
B,KOSDAQ,308430,셀비온,30900,15.08,-21.57,11087105400,3,3,3,5,14,Y,Y,20260320
A,KOSDAQ,226590,엠디바이스,36200,38.17,70.75,21657808400,4,3,5,4,16,Y,Y,20260320
A,KOSDAQ,200470,에이팩트,8650,12.78,7.59,18813602950,5,3,4,5,17,Y,Y,20260320
B,KOSDAQ,230240,에치에프알,27000,-5.43,53.58,12369969000,4,3,3,3,13,Y,Y,20260320
A,KOSDAQ,170920,엘티씨,34000,54.9,19.72,12331800000,4,3,5,4,16,Y,Y,20260320
A,KOSPI,001230,동국홀딩스,11250,9.01,30.21,5507358750,5,4,5,5,19,Y,Y,20260320
B,KOSDAQ,241770,메카로,34750,27.99,38.17,4397751500,4,4,2,5,15,Y,Y,20260320
B,KOSDAQ,204620,글로벌텍스프리,4830,13.65,-6.21,10901314830,3,3,2,5,13,Y,Y,20260320
A,KOSPI,078520,에이블씨엔씨,12840,17.05,8.72,4055231520,4,4,4,5,17,Y,Y,20260320
B,KOSDAQ,151860,KG에코솔루션,6940,12.85,-0.14,4965125840,4,3,3,5,15,Y,Y,20260320
A,KOSPI,092790,넥스틸,12570,6.8,6.98,6791558430,5,4,5,5,19,Y,Y,20260320
