등급,시장,종목코드,종목명,현재가,5일변화율(%),20일변화율(%),거래대금(원),추세점수,매집점수,돌파점수,신규점수,총점,6.0신규,7.0신규,기준일자
B,KOSDAQ,440110,파두,62500,-1.11,13.64,132279875000,3,4,3,4,14,Y,Y,20260318
A,KOSPI,336260,두산퓨얼셀,46200,12.41,25.2,47305519800,5,3,4,4,16,Y,Y,20260318
B,KOSPI,009420,한올바이오파마,57400,0.0,6.1,19478977000,4,3,3,3,13,Y,Y,20260318
B,KOSDAQ,084370,유진테크,129300,4.11,27.77,34219891500,4,3,3,4,14,Y,Y,20260318
B,KOSDAQ,036930,주성엔지니어링,62900,-6.12,27.07,50901510500,4,3,3,3,13,Y,Y,20260318
B,KOSDAQ,475830,오름테라퓨틱,129600,8.09,10.02,39018412800,4,3,3,4,14,Y,Y,20260318
B,KOSPI,051600,한전KPS,60300,7.3,4.33,11025493200,4,3,3,4,14,Y,Y,20260318
B,KOSDAQ,178320,서진시스템,45200,0.67,22.66,94707334000,4,3,3,4,14,Y,Y,20260318
B,KOSDAQ,064760,티씨케이,236000,7.27,6.79,14584092000,4,3,3,4,14,Y,Y,20260318
A,KOSPI,017960,한국카본,48750,3.5,39.68,38498362500,4,3,5,4,16,Y,Y,20260318
A,KOSPI,112610,씨에스윈드,59100,14.31,34.17,32996239200,5,3,4,4,16,Y,Y,20260318
A,KOSPI,097230,HJ중공업,27600,13.58,15.72,76260842400,5,3,4,5,17,Y,Y,20260318
B,KOSPI,004800,효성,148000,5.71,-1.33,6633508000,2,4,3,4,13,Y,Y,20260318
B,KOSPI,005440,현대지에프홀딩스,15420,8.98,10.7,7184147160,3,3,3,4,13,Y,Y,20260318
B,KOSDAQ,031980,피에스케이홀딩스,108200,3.64,46.02,21307501400,4,3,3,4,14,Y,Y,20260318
B,KOSDAQ,067310,하나마이크론,34050,5.75,-2.16,94378257750,3,4,3,5,15,Y,Y,20260318
A,KOSDAQ,222800,심텍,59600,11.82,14.4,71198040800,5,5,5,5,20,Y,Y,20260318
B,KOSDAQ,099320,쎄트렉아이,193200,1.31,8.05,28460678400,4,3,3,4,14,Y,Y,20260318
A,KOSPI,375500,DL이앤씨,51600,6.5,3.61,40347949200,5,4,5,5,19,Y,Y,20260318
B,KOSPI,120110,코오롱인더,71000,-1.25,13.24,22465039000,3,3,4,3,13,Y,Y,20260318
B,KOSDAQ,038500,삼표시멘트,17750,-2.15,27.15,65134512500,4,4,3,3,14,Y,Y,20260318
A,KOSDAQ,078600,대주전자재료,118500,11.79,32.11,37928532000,4,3,5,4,16,Y,Y,20260318
B,KOSPI,000500,가온전선,109700,14.99,23.26,13315605400,3,3,3,5,14,Y,Y,20260318
B,KOSDAQ,003380,하림지주,15760,-0.76,5.77,18744833680,4,3,3,3,13,Y,Y,20260318
B,KOSDAQ,232140,와이씨,21150,2.67,2.92,27630804150,4,3,3,4,14,Y,Y,20260318
B,KOSPI,298020,효성티앤씨,394500,9.58,-1.99,32276412000,3,4,3,5,15,Y,Y,20260318
B,KOSDAQ,060370,LS마린솔루션,30950,9.95,5.27,6171987100,3,4,3,4,14,Y,Y,20260318
A,KOSDAQ,174900,앱클론,81000,10.96,29.39,43762518000,3,5,3,5,16,Y,Y,20260318
B,KOSDAQ,048410,현대바이오,16670,10.91,44.58,78314693140,4,3,3,4,14,Y,Y,20260318
B,KOSDAQ,124500,아이티센글로벌,67000,-0.3,35.08,23021736000,4,3,3,3,13,Y,Y,20260318
B,KOSDAQ,397030,에이프릴바이오,66200,6.95,-3.92,15523502800,3,3,3,4,13,Y,Y,20260318
B,KOSDAQ,195940,HK이노엔,52900,7.19,-4.51,9452066200,3,3,3,4,13,Y,Y,20260318
B,KOSPI,294870,HDC현대산업개발,22100,2.08,-4.54,11662501500,2,4,3,4,13,Y,Y,20260318
A,KOSPI,007810,코리아써키트,60200,13.16,3.26,49388019800,5,3,5,5,18,Y,Y,20260318
A,KOSPI,004000,롯데정밀화학,54700,5.6,11.29,9564295000,5,5,5,5,20,Y,Y,20260318
B,KOSPI,082640,동양생명,8650,4.34,18.01,6082532950,5,3,3,4,15,Y,Y,20260318
B,KOSPI,077970,STX엔진,34750,2.36,5.14,9864065500,4,3,2,4,13,Y,Y,20260318
B,KOSPI,229640,LS에코에너지,45050,6.5,2.97,6483370750,3,4,3,4,14,Y,Y,20260318
B,KOSDAQ,127120,제이에스링크,38650,4.88,26.72,9383833500,3,3,3,4,13,Y,Y,20260318
A,KOSDAQ,100790,미래에셋벤처투자,24050,5.71,7.37,117868400650,5,4,4,5,18,Y,Y,20260318
A,KOSDAQ,183300,코미코,120000,10.29,11.32,15920760000,5,3,5,5,18,Y,Y,20260318
B,KOSPI,001740,SK네트웍스,5600,5.46,8.32,6055884800,4,3,3,4,14,Y,Y,20260318
B,KOSDAQ,036540,SFA반도체,7310,3.1,2.24,26955822370,4,3,3,4,14,Y,Y,20260318
A,KOSDAQ,213420,덕산네오룩스,46850,11.68,3.54,8486034200,4,4,5,4,17,Y,Y,20260318
B,KOSDAQ,295310,에이치브이엠,96600,-11.21,11.29,42514529400,3,4,3,4,14,Y,Y,20260318
A,KOSDAQ,089970,브이엠,45900,14.75,31.9,36097137000,5,3,5,5,18,Y,Y,20260318
A,KOSPI,006120,SK디스커버리,61500,7.33,8.27,8355697500,5,5,4,5,19,Y,Y,20260318
A,KOSPI,281820,케이씨텍,51200,14.93,12.28,16096204800,5,3,5,5,18,Y,Y,20260318
A,KOSPI,003160,디아이,37250,14.09,4.49,31312610750,5,4,5,5,19,Y,Y,20260318
B,KOSPI,000210,DL,49850,12.02,5.73,7884824350,4,2,3,5,14,Y,Y,20260318
B,KOSPI,005690,파미셀,16680,4.64,-1.82,19699763880,3,3,3,4,13,Y,Y,20260318
A,KOSDAQ,420770,기가비스,77300,-0.13,32.36,10596515900,5,3,5,3,16,Y,Y,20260318
B,KOSPI,195870,해성디에스,57500,5.7,-5.58,12393780000,3,4,3,5,15,Y,Y,20260318
B,KOSDAQ,126340,비나텍,135600,-8.07,17.5,10820337600,4,3,3,3,13,Y,Y,20260318
A,KOSDAQ,468530,프로티나,86100,10.1,17.3,26607310800,4,5,3,5,17,Y,Y,20260318
B,KOSDAQ,010170,대한광통신,7030,-1.82,111.43,132162594000,3,4,3,3,13,Y,Y,20260318
A,KOSDAQ,078160,메디포스트,23250,6.16,3.56,8898519000,4,4,5,5,18,Y,Y,20260318
B,KOSDAQ,074600,원익QnC,34050,1.79,15.42,10569698850,3,3,3,4,13,Y,Y,20260318
A,KOSPI,001510,SK증권,1880,1.62,101.07,262583999200,4,4,3,5,16,Y,Y,20260318
B,KOSDAQ,253590,네오셈,19880,0.76,22.72,36916225640,5,3,3,4,15,Y,Y,20260318
A,KOSPI,456040,OCI,95800,14.87,10.5,13184187600,5,3,5,5,18,Y,Y,20260318
B,KOSDAQ,102710,이엔에프테크놀로지,59300,1.72,-1.17,7703010700,4,3,4,4,15,Y,Y,20260318
A,KOSDAQ,050890,쏠리드,13220,12.89,42.61,34426479620,5,3,5,4,17,Y,Y,20260318
B,KOSPI,214320,이노션,19630,1.71,-3.3,5069054900,2,4,4,4,14,Y,Y,20260318
B,KOSDAQ,015750,성우하이텍,9610,-9.77,18.35,16421433460,3,4,3,3,13,Y,Y,20260318
B,KOSDAQ,399720,가온칩스,65900,4.94,-2.51,9898180000,2,4,3,5,14,Y,Y,20260318
B,KOSDAQ,023160,태광,28800,1.77,-0.52,7203225600,2,4,3,4,13,Y,Y,20260318
A,KOSDAQ,356860,티엘비,71100,14.13,22.38,89275364100,5,4,5,5,19,Y,Y,20260318
B,KOSDAQ,425420,티에프이,57600,-3.19,26.87,12716409600,4,4,3,3,14,Y,Y,20260318
B,KOSDAQ,060280,큐렉소,16350,4.61,-6.57,17794309950,3,4,3,5,15,Y,Y,20260318
A,KOSDAQ,424870,이뮨온시아,9010,13.05,-0.11,7561309130,3,4,4,5,16,Y,Y,20260318
A,KOSPI,090460,비에이치,19500,10.73,-10.96,7890012000,3,5,3,5,16,Y,Y,20260318
B,KOSDAQ,006910,보성파워텍,12760,10.57,35.74,186893180760,4,4,3,4,15,Y,Y,20260318
A,KOSDAQ,200710,에이디테크놀로지,46400,-4.92,16.29,25936625600,4,5,3,4,16,Y,Y,20260318
B,KOSDAQ,389650,넥스트바이오메디컬,75600,6.18,0.27,5509350000,3,3,3,4,13,Y,Y,20260318
B,KOSDAQ,077360,덕산하이메탈,12720,-8.29,13.17,12179857920,4,3,3,3,13,Y,Y,20260318
B,KOSDAQ,083450,GST,30950,5.09,6.17,8430253850,4,3,3,4,14,Y,Y,20260318
A,KOSDAQ,079370,제우스,18310,6.76,2.63,22314708270,5,4,5,5,19,Y,Y,20260318
B,KOSDAQ,368770,파이버프로,16960,2.48,13.98,13356746240,3,4,3,4,14,Y,Y,20260318
B,KOSPI,105840,우진,27150,-0.55,9.04,26696839350,4,3,3,3,13,Y,Y,20260318
B,KOSPI,009155,삼성전기우,187700,14.17,46.99,8735933400,5,2,4,4,15,Y,Y,20260318
B,KOSDAQ,318060,그래피,48950,5.38,-4.02,30330252150,2,4,3,4,13,Y,Y,20260318
A,KOSDAQ,101160,월덱스,32550,7.96,24.24,6685965300,5,3,5,5,18,Y,Y,20260318
B,KOSDAQ,045100,한양이엔지,29850,-0.17,3.29,7601571150,3,4,3,3,13,Y,Y,20260318
B,KOSDAQ,234340,헥토파이낸셜,37400,2.33,40.07,31564253600,3,3,3,4,13,Y,Y,20260318
B,KOSPI,006110,삼아알미늄,33300,12.31,12.31,5922871200,3,3,3,4,13,Y,Y,20260318
B,KOSDAQ,059090,미코,14970,5.94,-11.0,7465119840,1,5,3,4,13,Y,Y,20260318
B,KOSPI,001200,유진투자증권,5140,5.22,16.16,8656017000,4,3,3,4,14,Y,Y,20260318
B,KOSDAQ,900290,GRT,6000,-15.73,50.94,6557106000,3,4,3,4,14,Y,Y,20260318
B,KOSDAQ,309710,아이티켐,37400,11.31,12.31,9004349200,4,3,2,4,13,Y,Y,20260318
A,KOSDAQ,098070,한텍,42200,11.94,16.25,10940223400,5,5,5,5,20,Y,Y,20260318
A,KOSDAQ,089890,코세스,28050,9.36,24.67,6190466700,4,4,4,4,16,Y,Y,20260318
B,KOSDAQ,441270,파인엠텍,10990,7.85,-5.83,8107323000,3,4,3,4,14,Y,Y,20260318
B,KOSDAQ,475400,씨메스,38500,-9.41,1.99,8967227500,4,4,2,3,13,Y,Y,20260318
B,KOSDAQ,019210,와이지-원,11930,7.67,20.02,15000197430,3,4,3,4,14,Y,Y,20260318
B,KOSDAQ,065660,안트로젠,43400,-20.22,11.57,7144942000,2,5,3,3,13,Y,Y,20260318
B,KOSDAQ,092870,엑시콘,31850,5.46,13.55,12841091900,4,3,3,4,14,Y,Y,20260318
B,KOSDAQ,078350,한양디지텍,26600,5.77,1.72,6067539800,4,3,3,4,14,Y,Y,20260318
B,KOSPI,025860,남해화학,8090,0.37,9.92,20230946150,3,4,3,4,14,Y,Y,20260318
A,KOSDAQ,080580,오킨스전자,19520,0.98,30.92,11831306240,5,3,5,4,17,Y,Y,20260318
B,KOSDAQ,365270,큐라클,18320,11.71,44.37,10246357680,3,3,3,5,14,Y,Y,20260318
B,KOSDAQ,089980,상아프론테크,25050,14.65,44.88,8196760800,4,3,3,4,14,Y,Y,20260318
B,KOSDAQ,138080,오이솔루션,31650,3.26,90.55,28416509400,3,4,3,4,14,Y,Y,20260318
B,KOSDAQ,290550,디케이티,18890,-0.21,64.55,8748223460,5,3,4,3,15,Y,Y,20260318
A,KOSDAQ,200470,에이팩트,8350,8.02,12.23,14859801950,4,4,3,5,16,Y,Y,20260318
B,KOSDAQ,389020,자람테크놀로지,55500,-4.8,27.0,8283375000,4,4,3,3,14,Y,Y,20260318
A,KOSDAQ,033160,엠케이전자,14450,12.1,44.93,20527727800,4,4,3,5,16,Y,Y,20260318
B,KOSDAQ,464080,에스오에스랩,17630,10.46,-7.99,17031884620,1,5,2,5,13,Y,Y,20260318
B,KOSDAQ,036170,에이치엠넥스,5080,14.41,193.81,13307903280,3,3,3,4,13,Y,Y,20260318
B,KOSDAQ,314130,지놈앤컴퍼니,8750,9.79,6.06,5762916250,4,4,3,4,15,Y,Y,20260318
B,KOSDAQ,073490,이노와이어리스,40000,-12.18,15.94,8143480000,3,4,3,3,13,Y,Y,20260318
B,KOSDAQ,272110,케이엔제이,37700,9.59,13.04,6937101600,4,4,3,4,15,Y,Y,20260318
A,KOSPI,000390,삼화페인트,10940,3.8,9.51,91809727160,4,5,4,5,18,Y,Y,20260318
B,KOSDAQ,056090,시지메드텍,2880,-14.03,52.38,10516043520,4,3,3,3,13,Y,Y,20260318
A,KOSDAQ,042370,비츠로테크,11320,8.22,3.47,50268825880,4,5,4,5,18,Y,Y,20260318
A,KOSPI,005010,휴스틸,5120,11.06,18.11,7304565760,5,5,5,5,20,Y,Y,20260318
B,KOSDAQ,361390,제노코,29750,4.02,0.51,10590672750,3,3,3,4,13,Y,Y,20260318
A,KOSDAQ,112290,와이씨켐,27250,2.25,14.5,7276649250,4,3,5,4,16,Y,Y,20260318
A,KOSDAQ,085910,네오티스,19650,9.17,53.4,10531869450,4,4,3,5,16,Y,Y,20260318
B,KOSDAQ,457550,우진엔텍,28800,8.68,5.11,7536268800,4,3,3,4,14,Y,Y,20260318
A,KOSDAQ,160980,싸이맥스,24000,14.56,13.21,15693576000,5,3,5,5,18,Y,Y,20260318
B,KOSDAQ,289930,웨이비스,19450,1.3,-2.75,5397472250,3,3,3,4,13,Y,Y,20260318
A,KOSPI,053690,한미글로벌,21200,9.0,3.16,7572025200,5,4,5,5,19,Y,Y,20260318
B,KOSDAQ,118990,모트렉스,9080,5.58,-9.2,12534413360,1,5,2,5,13,Y,Y,20260318
B,KOSDAQ,388050,지투파워,11720,5.97,24.42,12034342120,3,3,3,4,13,Y,Y,20260318
B,KOSDAQ,321370,센서뷰,4005,14.27,35.3,45957002535,3,3,3,4,13,Y,Y,20260318
A,KOSDAQ,078150,HB테크놀러지,2230,6.7,3.24,6163546060,5,4,5,5,19,Y,Y,20260318
B,KOSDAQ,380540,옵티코어,4230,4.57,34.07,18878358870,3,4,3,4,14,Y,Y,20260318
A,KOSDAQ,389030,지니너스,6050,11.21,85.58,6810357950,5,3,5,4,17,Y,Y,20260318
A,KOSDAQ,432720,퀄리타스반도체,14230,9.63,8.46,37389381920,5,5,3,5,18,Y,Y,20260318
B,KOSDAQ,235980,메드팩토,5820,13.45,-3.32,41443265520,3,4,3,5,15,Y,Y,20260318
B,KOSDAQ,052710,아모텍,13530,6.54,26.1,10169066820,3,3,3,4,13,Y,Y,20260318
A,KOSDAQ,123330,제닉,24600,0.61,9.09,8295366000,4,4,4,5,17,Y,Y,20260318
B,KOSDAQ,307180,아이엘,5720,9.16,6.72,30586081240,3,3,3,4,13,Y,Y,20260318
A,KOSDAQ,037350,성도이엔지,12250,7.17,70.14,14546360500,4,4,3,5,16,Y,Y,20260318
B,KOSDAQ,000440,중앙에너비스,28700,-0.69,75.54,20688567200,3,4,3,3,13,Y,Y,20260318
B,KOSDAQ,126730,코칩,20100,3.77,13.75,7402327500,3,4,3,5,15,Y,Y,20260318
A,KOSDAQ,234690,녹십자웰빙,9900,7.38,3.23,7974341100,5,5,4,5,19,Y,Y,20260318
B,KOSPI,011700,한신기계,5150,10.4,11.23,9219828700,4,3,3,4,14,Y,Y,20260318
B,KOSDAQ,048530,인트론바이오,4870,4.06,28.16,6267724090,4,3,3,4,14,Y,Y,20260318
B,KOSDAQ,417840,저스템,7160,12.05,9.65,24730432360,4,3,3,5,15,Y,Y,20260318
B,KOSDAQ,005860,한일사료,4000,1.01,28.82,17493744000,3,4,3,4,14,Y,Y,20260318
B,KOSDAQ,065450,빅텍,5040,-0.4,27.11,8212428000,4,3,3,3,13,Y,Y,20260318
B,KOSPI,005870,휴니드,9030,3.79,6.74,5468333220,4,3,3,4,14,Y,Y,20260318
A,KOSDAQ,307930,컴퍼니케이,7680,8.47,4.07,13817894400,4,5,3,5,17,Y,Y,20260318
B,KOSDAQ,065170,비엘팜텍,4255,1.79,1.79,25851707785,3,3,3,4,13,Y,Y,20260318
A,KOSDAQ,396470,워트,7080,2.76,-4.19,6070901760,3,5,3,5,16,Y,Y,20260318
