등급,시장,종목코드,종목명,현재가,5일변화율(%),20일변화율(%),거래대금(원),추세점수,매집점수,돌파점수,신규점수,총점,6.0신규,7.0신규,기준일자
B,KOSDAQ,178320,서진시스템,45400,0.11,24.04,67953131000,4,3,3,4,14,Y,Y,20260319
B,KOSDAQ,475830,오름테라퓨틱,124900,-5.38,8.14,29486516900,4,3,3,3,13,Y,Y,20260319
A,KOSPI,097230,HJ중공업,27800,7.34,16.08,78533888000,5,4,5,5,19,Y,Y,20260319
A,KOSPI,017960,한국카본,48350,1.15,38.54,19042889250,4,3,5,4,16,Y,Y,20260319
A,KOSDAQ,458870,씨어스테크놀로지,189000,17.76,15.17,14902839000,5,3,5,4,17,Y,Y,20260319
A,KOSDAQ,319660,피에스케이,82500,34.8,42.49,46963702500,5,3,5,4,17,Y,Y,20260319
A,KOSPI,007340,DN오토모티브,39600,43.22,20.73,22777722000,5,4,5,5,19,Y,Y,20260319
B,KOSDAQ,031980,피에스케이홀딩스,106800,4.4,44.52,13878553200,4,3,3,4,14,Y,Y,20260319
A,KOSPI,018670,SK가스,249000,5.96,7.79,15267435000,4,4,3,5,16,Y,Y,20260319
A,KOSDAQ,445680,큐리옥스바이오시스템즈,131700,42.69,17.07,211419722100,4,4,3,5,16,Y,Y,20260319
A,KOSDAQ,222800,심텍,60100,15.13,18.77,57412808800,5,4,5,5,19,Y,Y,20260319
A,KOSPI,006360,GS건설,25950,22.41,18.22,87371599950,5,4,5,5,19,Y,Y,20260319
A,KOSDAQ,039200,오스코텍,57500,19.67,14.09,13835880000,5,3,5,4,17,Y,Y,20260319
B,KOSDAQ,218410,RFHIC,78700,-6.42,56.46,34753841300,4,3,3,3,13,Y,Y,20260319
B,KOSDAQ,376900,로킷헬스케어,128700,26.05,109.27,71220520800,4,2,5,4,15,Y,Y,20260319
A,KOSPI,375500,DL이앤씨,51900,8.01,4.95,31824820500,5,5,5,5,20,Y,Y,20260319
A,KOSDAQ,140860,파크시스템스,277500,2.4,7.98,24642000000,5,5,3,5,18,Y,Y,20260319
B,KOSPI,120110,코오롱인더,70500,-2.76,12.44,12898680000,4,3,3,3,13,Y,Y,20260319
A,KOSDAQ,078600,대주전자재료,119700,7.45,38.38,41400040500,5,3,5,4,17,Y,Y,20260319
B,KOSPI,000500,가온전선,111200,14.64,24.38,7226776800,4,2,3,4,13,Y,Y,20260319
A,KOSPI,475150,SK이터닉스,53700,43.78,87.43,785571930000,5,4,5,5,19,Y,Y,20260319
A,KOSDAQ,131970,두산테스나,91900,42.26,46.57,60345032200,5,4,5,5,19,Y,Y,20260319
B,KOSPI,034230,파라다이스,18890,10.99,-7.85,23052638180,3,4,3,5,15,Y,Y,20260319
B,KOSPI,001120,LX인터내셔널,44500,1.71,-2.41,11233713500,3,3,3,5,14,Y,Y,20260319
A,KOSDAQ,090710,휴림로봇,14330,15.84,2.36,226476851380,4,4,4,5,17,Y,Y,20260319
B,KOSPI,298020,효성티앤씨,388500,10.84,-3.84,19149553500,2,4,3,5,14,Y,Y,20260319
A,KOSDAQ,060370,LS마린솔루션,31350,7.36,8.67,12558402450,4,4,3,5,16,Y,Y,20260319
A,KOSDAQ,417200,LS머트리얼즈,23750,26.94,48.62,166371932500,5,4,5,5,19,Y,Y,20260319
B,KOSDAQ,174900,앱클론,79800,0.25,35.03,26927392800,4,4,3,4,15,Y,Y,20260319
B,KOSPI,001800,오리온홀딩스,24750,1.64,0.0,3349788750,3,3,3,4,13,Y,Y,20260319
A,KOSPI,322000,HD현대에너지솔루션,136300,4.28,67.44,331587505100,5,3,4,5,17,Y,Y,20260319
B,KOSDAQ,124500,아이티센글로벌,65200,-9.32,33.61,21836979600,4,3,3,3,13,Y,Y,20260319
B,KOSPI,012630,HDC,25050,2.45,10.35,3118274100,4,3,4,4,15,Y,Y,20260319
A,KOSPI,007810,코리아써키트,62100,20.12,6.34,38219320800,5,4,5,5,19,Y,Y,20260319
B,KOSPI,082640,동양생명,8810,9.44,20.36,3931347970,5,3,3,4,15,Y,Y,20260319
A,KOSDAQ,082920,비츠로셀,30950,31.7,50.98,70388594600,4,4,4,5,17,Y,Y,20260319
A,KOSPI,004000,롯데정밀화학,54200,2.65,11.64,5107537000,4,4,5,4,17,Y,Y,20260319
A,KOSDAQ,131290,티에스이,124800,13.45,43.45,10591900800,5,2,5,4,16,Y,Y,20260319
B,KOSDAQ,127120,제이에스링크,39250,2.75,22.46,10548633750,4,3,3,4,14,Y,Y,20260319
A,KOSDAQ,183300,코미코,118900,4.39,11.85,13397652000,5,3,5,4,17,Y,Y,20260319
A,KOSPI,100090,SK오션플랜트,19680,0.61,9.76,19421148960,5,4,4,5,18,Y,Y,20260319
B,KOSPI,001740,SK네트웍스,5490,1.29,1.29,7065245700,3,3,3,4,13,Y,Y,20260319
A,KOSDAQ,032500,케이엠더블유,29200,11.66,58.87,20473609200,5,4,3,4,16,Y,Y,20260319
A,KOSDAQ,089970,브이엠,48800,23.39,43.32,38071612800,5,3,5,5,18,Y,Y,20260319
B,KOSDAQ,010170,대한광통신,7390,-3.65,114.2,181512182350,4,3,3,3,13,Y,Y,20260319
B,KOSDAQ,328130,루닛,38900,7.07,1.33,5941235900,4,3,2,4,13,Y,Y,20260319
B,KOSDAQ,476060,온코닉테라퓨틱스,25100,11.31,36.93,20470430500,4,3,3,4,14,Y,Y,20260319
B,KOSDAQ,213420,덕산네오룩스,44500,8.4,6.71,7394565000,4,4,3,4,15,Y,Y,20260319
A,KOSPI,003160,디아이,38450,20.16,6.95,35128112250,5,4,5,5,19,Y,Y,20260319
A,KOSPI,000210,DL,51300,14.64,4.27,8667237600,5,3,5,5,18,Y,Y,20260319
B,KOSDAQ,052020,에스티큐브,15700,8.28,81.5,5929152100,3,4,3,4,14,Y,Y,20260319
A,KOSPI,281820,케이씨텍,50800,14.54,10.43,7561072000,5,2,5,4,16,Y,Y,20260319
A,KOSPI,006120,SK디스커버리,60300,6.35,4.87,6142580100,4,5,4,5,18,Y,Y,20260319
A,KOSPI,001510,SK증권,2180,20.78,79.42,790180865660,5,4,4,5,18,Y,Y,20260319
A,KOSDAQ,420770,기가비스,78400,2.48,36.59,7455840000,5,3,5,4,17,Y,Y,20260319
A,KOSPI,009450,경동나비엔,66800,8.44,-1.18,6626226000,4,4,4,5,17,Y,Y,20260319
B,KOSDAQ,126340,비나텍,139400,-3.53,24.69,16747794800,4,3,3,3,13,Y,Y,20260319
B,KOSDAQ,486990,노타,44850,0.9,21.88,18925758150,4,4,2,4,14,Y,Y,20260319
B,KOSDAQ,036810,에프에스티,43000,-4.44,0.47,19431786000,3,4,3,3,13,Y,Y,20260319
B,KOSPI,010780,아이에스동서,30900,-6.93,2.66,4946039400,3,4,2,4,13,Y,Y,20260319
A,KOSDAQ,027360,아주IB투자,7660,27.24,55.69,57380454860,5,3,5,4,17,Y,Y,20260319
B,KOSDAQ,078160,메디포스트,23200,4.04,4.74,4603065600,5,3,3,4,15,Y,Y,20260319
B,KOSDAQ,044490,태웅,45300,-7.74,39.81,23340553200,4,3,3,3,13,Y,Y,20260319
B,KOSDAQ,074600,원익QnC,33750,-0.15,16.38,9198663750,4,3,3,3,13,Y,Y,20260319
B,KOSDAQ,084110,휴온스글로벌,68200,-9.07,30.4,7328635600,3,4,3,4,14,Y,Y,20260319
A,KOSPI,456040,OCI,95600,8.14,10.52,5578642400,5,3,5,4,17,Y,Y,20260319
B,KOSDAQ,348210,넥스틴,80000,-1.84,6.52,6305680000,4,3,3,3,13,Y,Y,20260319
A,KOSDAQ,042520,한스바이오메드,55700,26.88,30.14,16436902900,5,3,5,5,18,Y,Y,20260319
A,KOSDAQ,356860,티엘비,79800,32.56,43.78,112193613000,5,4,5,5,19,Y,Y,20260319
A,KOSDAQ,050890,쏠리드,12900,4.03,41.6,204455183100,4,5,4,5,18,Y,Y,20260319
B,KOSDAQ,399720,가온칩스,65400,7.21,-0.46,5591503800,3,3,3,4,13,Y,Y,20260319
A,KOSDAQ,024850,HLB이노베이션,5050,44.91,62.38,59887687400,5,4,4,5,18,Y,Y,20260319
B,KOSPI,003280,흥아해운,3050,44.55,77.53,31930215150,3,3,3,4,13,Y,Y,20260319
A,KOSPI,003030,세아제강지주,176800,20.77,30.0,5774995200,5,3,5,4,17,Y,Y,20260319
A,KOSDAQ,425420,티에프이,60700,5.2,38.43,15759965900,5,3,5,4,17,Y,Y,20260319
B,KOSDAQ,448900,한국피아이엠,118500,-7.93,65.27,32058871500,4,3,3,3,13,Y,Y,20260319
A,KOSPI,178920,PI첨단소재,23100,16.67,14.93,8746815000,4,4,4,5,17,Y,Y,20260319
A,KOSPI,090460,비에이치,19880,13.08,-4.65,9458347360,4,4,3,5,16,Y,Y,20260319
B,KOSDAQ,046890,서울반도체,11150,3.43,54.22,7253643650,4,3,3,4,14,Y,Y,20260319
B,KOSDAQ,053610,프로텍,59100,6.29,4.23,3357766500,5,3,3,4,15,Y,Y,20260319
A,KOSPI,011930,신성이엔지,3080,25.71,32.76,311780918680,5,4,4,5,18,Y,Y,20260319
B,KOSPI,001820,삼화콘덴서,60300,17.32,64.75,24911256600,4,2,3,4,13,Y,Y,20260319
B,KOSDAQ,200710,에이디테크놀로지,46600,-3.92,19.64,9720107600,4,4,3,3,14,Y,Y,20260319
A,KOSDAQ,389650,넥스트바이오메디컬,76000,5.56,5.85,7224712000,4,4,4,5,17,Y,Y,20260319
B,KOSPI,003000,부광약품,6100,5.72,42.52,9998772300,4,3,4,4,15,Y,Y,20260319
B,KOSDAQ,006910,보성파워텍,12120,5.67,32.03,65107779480,3,4,3,4,14,Y,Y,20260319
B,KOSPI,004690,삼천리,146000,3.77,-5.87,4060114000,2,4,2,5,13,Y,Y,20260319
A,KOSDAQ,079370,제우스,17860,4.02,6.06,9461567180,5,3,4,4,16,Y,Y,20260319
A,KOSPI,009155,삼성전기우,190400,18.26,46.8,10431825600,5,2,5,4,16,Y,Y,20260319
A,KOSDAQ,338840,와이바이오로직스,35600,35.1,45.31,10327275200,5,3,4,4,16,Y,Y,20260319
B,KOSDAQ,234340,헥토파이낸셜,38550,3.63,46.58,27469920450,4,3,3,4,14,Y,Y,20260319
B,KOSDAQ,031330,에스에이엠티,5320,6.4,11.88,3487547280,4,3,2,4,13,Y,Y,20260319
B,KOSDAQ,122640,예스티,24650,1.02,8.59,4670016450,5,4,2,4,15,Y,Y,20260319
A,KOSPI,006110,삼아알미늄,34500,9.52,16.16,15121764000,3,5,3,5,16,Y,Y,20260319
B,KOSPI,006340,대원전선,6520,11.07,72.94,113193739560,4,3,3,4,14,Y,Y,20260319
A,KOSDAQ,393890,더블유씨피,15100,43.95,69.09,68137511800,5,4,4,5,18,Y,Y,20260319
A,KOSDAQ,327260,RF머트리얼즈,60500,-6.06,53.55,51690474000,4,5,3,4,16,Y,Y,20260319
A,KOSDAQ,098070,한텍,44600,12.63,21.2,20093638000,5,4,5,5,19,Y,Y,20260319
A,KOSDAQ,194480,데브시스터즈,40500,4.38,9.91,7898472000,3,5,3,5,16,Y,Y,20260319
A,KOSDAQ,019210,와이지-원,12810,8.56,38.34,40202634990,5,5,3,5,18,Y,Y,20260319
B,KOSDAQ,309710,아이티켐,35150,8.99,4.93,5140125100,3,3,3,4,13,Y,Y,20260319
B,KOSDAQ,114810,한솔아이원스,15600,4.91,-14.14,8183994000,3,3,3,4,13,Y,Y,20260319
B,KOSDAQ,089890,코세스,26800,5.1,27.32,3735410800,3,4,2,4,13,Y,Y,20260319
B,KOSDAQ,441270,파인엠텍,10650,7.36,-1.02,5402574600,3,4,2,4,13,Y,Y,20260319
A,KOSDAQ,080580,오킨스전자,20850,9.74,38.17,30775788450,5,4,5,5,19,Y,Y,20260319
B,KOSPI,034830,한국토지신탁,1697,15.29,23.33,14151374638,4,3,3,5,15,Y,Y,20260319
B,KOSPI,025860,남해화학,8520,-2.41,17.19,45335857200,3,5,3,4,15,Y,Y,20260319
B,KOSDAQ,394280,오픈엣지테크놀로지,15960,7.11,-5.23,4739465640,3,3,2,5,13,Y,Y,20260319
B,KOSDAQ,033640,네패스,17980,6.96,2.28,3497433640,4,4,2,5,15,Y,Y,20260319
B,KOSDAQ,092870,엑시콘,31750,6.19,14.83,14497589750,4,3,3,4,14,Y,Y,20260319
A,KOSDAQ,078350,한양디지텍,27000,7.57,9.53,8273448000,5,4,5,5,19,Y,Y,20260319
A,KOSDAQ,089980,상아프론테크,25700,14.99,14.48,12973025900,5,4,3,5,17,Y,Y,20260319
A,KOSDAQ,033160,엠케이전자,17710,31.67,78.53,129114507060,5,4,5,5,19,Y,Y,20260319
B,KOSDAQ,365270,큐라클,17810,2.47,27.49,5403767720,4,3,3,4,14,Y,Y,20260319
A,KOSDAQ,290550,디케이티,19490,7.09,83.35,9320546780,5,3,5,4,17,Y,Y,20260319
A,KOSDAQ,226590,엠디바이스,36250,34.26,60.75,69931035000,4,4,5,5,18,Y,Y,20260319
B,KOSDAQ,138080,오이솔루션,31600,-1.4,86.65,14099730400,3,4,3,3,13,Y,Y,20260319
A,KOSDAQ,241770,메카로,36700,30.84,56.17,3600673700,5,4,4,5,18,Y,Y,20260319
B,KOSDAQ,389260,대명에너지,20700,-5.48,5.24,10793704500,3,5,3,4,15,Y,Y,20260319
B,KOSPI,010820,퍼스텍,7470,2.05,43.65,17559011880,3,3,3,4,13,Y,Y,20260319
A,KOSDAQ,046120,오르비텍,10980,34.56,76.81,155301141960,5,4,4,5,18,Y,Y,20260319
A,KOSDAQ,170920,엘티씨,34100,42.08,28.2,25514233800,5,4,5,5,19,Y,Y,20260319
A,KOSDAQ,236200,슈프리마,51500,5.21,13.56,3952110000,5,4,4,5,18,Y,Y,20260319
B,KOSDAQ,230240,에치에프알,25500,-7.61,57.6,8786637000,4,4,3,3,14,Y,Y,20260319
A,KOSPI,078520,에이블씨엔씨,12820,17.61,11.58,4775257700,5,4,4,5,18,Y,Y,20260319
A,KOSPI,035510,신세계 I&C,23200,44.1,28.53,32832129600,4,4,3,5,16,Y,Y,20260319
A,KOSDAQ,322310,오로스테크놀로지,33000,9.45,34.15,7571157000,5,4,4,4,17,Y,Y,20260319
A,KOSPI,005680,삼영전자,15400,26.54,30.07,5022017000,5,4,5,5,19,Y,Y,20260319
B,KOSDAQ,272110,케이엔제이,38050,5.4,20.22,4146574850,4,4,2,4,14,Y,Y,20260319
B,KOSDAQ,036170,에이치엠넥스,4975,-4.33,207.1,7987581400,4,3,3,3,13,Y,Y,20260319
B,KOSDAQ,073490,이노와이어리스,39900,-11.92,13.51,5555436600,4,3,3,3,13,Y,Y,20260319
B,KOSPI,117580,대성에너지,10890,-4.05,33.95,134468837910,3,4,3,4,14,Y,Y,20260319
B,KOSDAQ,314130,지놈앤컴퍼니,8460,1.81,7.77,5235682500,4,3,2,4,13,Y,Y,20260319
A,KOSPI,005010,휴스틸,5240,5.65,22.14,9017647000,5,5,5,5,20,Y,Y,20260319
B,KOSDAQ,042370,비츠로테크,11160,4.01,4.69,5442118200,3,4,3,4,14,Y,Y,20260319
B,KOSPI,000390,삼화페인트,10550,8.54,9.55,19085139900,4,4,3,4,15,Y,Y,20260319
A,KOSDAQ,078070,유비쿼스홀딩스,15740,8.7,41.8,8307524780,5,5,5,5,20,Y,Y,20260319
B,KOSDAQ,452280,한선엔지니어링,15410,8.29,54.25,5318052640,3,4,3,4,14,Y,Y,20260319
B,KOSDAQ,457550,우진엔텍,28350,0.0,1.07,5378817150,4,3,3,3,13,Y,Y,20260319
A,KOSDAQ,160980,싸이맥스,23950,14.87,19.45,9195506700,5,3,5,5,18,Y,Y,20260319
A,KOSDAQ,289930,웨이비스,19900,7.22,10.74,10091588500,5,4,5,5,19,Y,Y,20260319
A,KOSDAQ,402490,그린리소스,15490,22.26,59.03,28324394400,5,3,4,4,16,Y,Y,20260319
A,KOSDAQ,199820,제일일렉트릭,11510,14.64,7.17,32263186070,5,4,4,5,18,Y,Y,20260319
B,KOSDAQ,357580,아모센스,21800,-9.36,58.66,5254083400,3,4,3,3,13,Y,Y,20260319
A,KOSPI,053690,한미글로벌,23150,18.11,14.32,45858923050,5,4,5,5,19,Y,Y,20260319
A,KOSDAQ,425040,티이엠씨,11890,27.44,25.03,49520363750,5,4,5,5,19,Y,Y,20260319
A,KOSDAQ,461300,아이스크림미디어,18990,10.99,20.65,8692140780,5,5,4,5,19,Y,Y,20260319
B,KOSDAQ,307750,국전약품,5020,18.68,64.05,12496376360,3,3,3,4,13,Y,Y,20260319
B,KOSDAQ,357880,SKAI,5010,35.04,146.8,24000219630,4,3,3,4,14,Y,Y,20260319
B,KOSDAQ,242040,나무기술,7210,47.14,99.72,31898597360,5,3,3,4,15,Y,Y,20260319
A,KOSDAQ,321550,티움바이오,8550,19.58,41.56,3595847850,4,3,4,5,16,Y,Y,20260319
B,KOSDAQ,091580,상신이디피,17510,8.89,5.61,3403348660,3,4,2,4,13,Y,Y,20260319
A,KOSDAQ,064290,인텍플러스,17950,15.06,4.85,13839126900,5,4,5,5,19,Y,Y,20260319
A,KOSPI,016880,웅진,2830,29.52,18.16,6949418750,5,4,4,5,18,Y,Y,20260319
B,KOSDAQ,405100,큐알티,18300,10.17,5.54,3802959600,4,4,2,5,15,Y,Y,20260319
B,KOSDAQ,388050,지투파워,11710,3.26,22.88,12152790230,4,3,3,4,14,Y,Y,20260319
A,KOSDAQ,297090,씨에스베어링,7880,8.39,21.98,17818665760,5,5,3,5,18,Y,Y,20260319
A,KOSPI,005960,동부건설,9170,20.34,14.62,14087907680,5,4,3,5,17,Y,Y,20260319
B,KOSDAQ,321370,센서뷰,4060,18.89,41.96,50642613000,4,3,3,4,14,Y,Y,20260319
B,KOSDAQ,052710,아모텍,14020,10.39,38.54,8173057140,4,3,3,4,14,Y,Y,20260319
A,KOSDAQ,389030,지니너스,6130,10.25,98.06,4082365450,5,3,4,4,16,Y,Y,20260319
A,KOSDAQ,078150,HB테크놀러지,2200,5.77,2.8,3244628200,5,3,4,4,16,Y,Y,20260319
A,KOSDAQ,290690,소룩스,4145,32.43,12.94,92450850970,5,4,3,5,17,Y,Y,20260319
B,KOSDAQ,380540,옵티코어,4120,-17.93,29.76,13745144000,3,4,3,3,13,Y,Y,20260319
B,KOSPI,008350,남선알미늄,1550,17.69,24.2,36098202650,3,3,3,4,13,Y,Y,20260319
B,KOSDAQ,322510,제이엘케이,7700,8.6,1.99,3064684700,3,4,2,4,13,Y,Y,20260319
A,KOSDAQ,282720,금양그린파워,16300,1.94,34.27,58616690800,5,5,4,5,19,Y,Y,20260319
B,KOSDAQ,432720,퀄리타스반도체,13740,6.02,6.1,5544818220,3,4,2,4,13,Y,Y,20260319
A,KOSDAQ,417500,제이아이테크,5920,25.96,73.1,12076421120,5,3,5,5,18,Y,Y,20260319
A,KOSPI,214390,경보제약,7940,43.84,33.67,102222259600,5,4,4,5,18,Y,Y,20260319
A,KOSDAQ,475580,에이럭스,13910,30.98,53.03,70809216660,4,4,3,5,16,Y,Y,20260319
B,KOSDAQ,355150,코스텍시스,23950,20.05,57.57,9882584300,4,3,3,5,15,Y,Y,20260319
B,KOSDAQ,037350,성도이엔지,12080,9.92,66.16,6235007440,4,3,3,4,14,Y,Y,20260319
A,KOSDAQ,234690,녹십자웰빙,10280,10.42,10.3,9095867360,5,5,5,5,20,Y,Y,20260319
A,KOSDAQ,453450,그리드위즈,22100,13.62,28.04,33580883700,5,4,4,5,18,Y,Y,20260319
A,KOSDAQ,039560,다산네트웍스,4325,-4.42,14.42,7156776450,4,5,3,4,16,Y,Y,20260319
A,KOSDAQ,054620,APS,9180,14.04,87.92,5375321460,5,2,5,4,16,Y,Y,20260319
A,KOSDAQ,417840,저스템,7340,6.84,11.72,21562549180,4,4,3,5,16,Y,Y,20260319
B,KOSPI,019180,티에이치엔,9140,13.82,8.42,4028208220,5,3,2,4,14,Y,Y,20260319
A,KOSDAQ,069540,빛과전자,1687,23.59,57.96,83980832103,5,4,4,5,18,Y,Y,20260319
A,KOSDAQ,306620,지아이에스,3565,27.09,50.11,31260543840,5,4,4,5,18,Y,Y,20260319
B,KOSDAQ,259630,엠플러스,13060,2.43,2.67,3029880820,4,4,2,5,15,Y,Y,20260319
B,KOSDAQ,005860,한일사료,4000,2.83,29.03,24141916000,3,3,3,4,13,Y,Y,20260319
B,KOSDAQ,129920,대성하이텍,10750,11.4,98.34,4431214500,5,3,2,4,14,Y,Y,20260319
B,KOSDAQ,474610,RF시스템즈,10000,22.85,39.28,14035640000,3,3,3,4,13,Y,Y,20260319
B,KOSDAQ,039980,폴라리스AI,1952,11.23,18.73,14976415488,3,4,2,4,13,Y,Y,20260319
B,KOSDAQ,065450,빅텍,4920,2.93,26.15,9534595920,3,3,3,4,13,Y,Y,20260319
B,KOSDAQ,388790,라이콤,4605,-6.02,53.24,6465392370,3,4,3,3,13,Y,Y,20260319
A,KOSDAQ,382800,지앤비에스 에코,4320,19.34,11.34,3742938720,5,4,2,5,16,Y,Y,20260319
A,KOSDAQ,096350,대창솔루션,3640,48.57,67.36,44112588520,5,4,4,5,18,Y,Y,20260319
A,KOSPI,008700,아남전자,1574,31.39,18.17,23029105856,4,4,4,5,17,Y,Y,20260319
B,KOSDAQ,424960,스마트레이더시스템,7280,7.69,-2.15,3176067440,3,5,2,5,15,Y,Y,20260319
A,KOSDAQ,036010,아비코전자,8960,11.58,7.56,3502186240,5,5,4,5,19,Y,Y,20260319
A,KOSDAQ,046210,HLB파나진,2585,22.51,39.73,5373023315,5,4,4,5,18,Y,Y,20260319
A,KOSDAQ,214270,FSN,2665,17.4,39.09,15610650575,5,4,5,5,19,Y,Y,20260319
A,KOSDAQ,340360,다보링크,2155,31.08,37.17,4206210890,5,4,4,5,18,Y,Y,20260319
A,KOSDAQ,261780,차백신연구소,4085,27.46,51.58,125826582585,5,4,5,5,19,Y,Y,20260319
B,KOSDAQ,115500,케이씨에스,9110,0.55,-1.73,3606576120,3,4,2,5,14,Y,Y,20260319
B,KOSDAQ,041910,폴라리스AI파마,7870,24.92,21.83,9019547290,3,3,3,4,13,Y,Y,20260319
B,KOSDAQ,024740,한일단조,3160,3.95,37.69,8184968800,3,3,3,4,13,Y,Y,20260319
